t (seconds)	θ (degrees)	uncertainty t (type b)	uncertainty θ (type b, based on the precision of tracker app's autotracker measurements which can vary because of motion blur, estimated to be on the magnitude of +-1 degree)
172.4667	11.5628	0.01	1
172.5	16.79142	0.01	1
172.5333	21.42106	0.01	1
172.5667	25.23749	0.01	1
172.6	28.2747	0.01	1
172.6333	30.32481	0.01	1
172.6667	31.20274	0.01	1
172.7	31.28375	0.01	1
172.7333	30.2527	0.01	1
172.7667	28.18245	0.01	1
172.8	24.89595	0.01	1
172.8333	20.90918	0.01	1
172.8667	16.18551	0.01	1
172.9	10.95501	0.01	1
172.9333	5.390581	0.01	1
172.9667	-0.3765144	0.01	1
173	-6.224719	0.01	1
173.0333	-11.37218	0.01	1
173.0667	-13.84772	0.01	1
173.1	-18.49793	0.01	1
173.1333	-22.26263	0.01	1
173.1667	-25.20531	0.01	1
173.2	-27.62065	0.01	1
173.2333	-28.80114	0.01	1
173.2667	-28.94833	0.01	1
173.3	-28.11266	0.01	1
173.3333	-26.12756	0.01	1
173.3667	-23.0255	0.01	1
173.4	-19.08093	0.01	1
173.4333	-14.59036	0.01	1
173.4667	-9.498209	0.01	1
173.5	-4.145669	0.01	1
173.5333	1.534288	0.01	1
173.5667	7.06141	0.01	1
173.6	12.39932	0.01	1
173.6333	17.69735	0.01	1
173.6667	22.12693	0.01	1
173.7	25.87511	0.01	1
173.7333	28.75785	0.01	1
173.7667	30.52937	0.01	1
173.8	31.09492	0.01	1
173.8333	31.15486	0.01	1
173.8667	29.80576	0.01	1
173.9	27.54854	0.01	1
173.9333	24.21949	0.01	1
173.9667	20.13531	0.01	1
174	15.19461	0.01	1
174.0333	9.784025	0.01	1
174.0667	4.161652	0.01	1
174.1	-1.542316	0.01	1
174.1333	-6.884344	0.01	1
174.1667	-12.21879	0.01	1
174.2	-16.86728	0.01	1
174.2333	-20.86695	0.01	1
174.2667	-24.28906	0.01	1
174.3	-26.79665	0.01	1
174.3333	-28.19727	0.01	1
174.3667	-28.50452	0.01	1
174.4	-27.90372	0.01	1
174.4333	-26.09579	0.01	1
174.4667	-23.67517	0.01	1
174.5	-20.18156	0.01	1
174.5333	-15.92273	0.01	1
174.5667	-11.04585	0.01	1
174.6	-5.707126	0.01	1
174.6333	-0.1906167	0.01	1
174.6667	5.602613	0.01	1
174.7	8.33718	0.01	1
174.7333	13.72156	0.01	1
174.7667	18.62661	0.01	1
174.8	22.95755	0.01	1
174.8333	26.46045	0.01	1
174.8667	28.98426	0.01	1
174.9	30.53962	0.01	1
174.9333	31.01078	0.01	1
174.9667	30.7475	0.01	1
175	29.27272	0.01	1
175.0333	26.66817	0.01	1
175.0667	23.07587	0.01	1
175.1	18.80571	0.01	1
175.1333	13.879	0.01	1
175.1667	8.266242	0.01	1
175.2	2.560736	0.01	1
175.2333	-2.827617	0.01	1
175.2667	-8.236114	0.01	1
175.3	-13.59122	0.01	1
175.3333	-18.3215	0.01	1
175.3667	-22.09941	0.01	1
175.4	-25.05207	0.01	1
175.4333	-27.45317	0.01	1
175.4667	-28.68611	0.01	1
175.5	-28.91404	0.01	1
175.5333	-28.10678	0.01	1
175.5667	-26.3782	0.01	1
175.6	-23.32378	0.01	1
175.6333	-19.76544	0.01	1
175.6667	-15.42964	0.01	1
175.7	-10.19654	0.01	1
175.7333	-4.618673	0.01	1
175.7667	0.8881644	0.01	1
175.8	6.588553	0.01	1
175.8333	11.98279	0.01	1
175.8667	17.2634	0.01	1
175.9	21.7304	0.01	1
175.9333	25.39658	0.01	1
175.9667	28.26661	0.01	1
176	30.12984	0.01	1
176.0333	30.8361	0.01	1
176.0667	30.83163	0.01	1
176.1	29.60503	0.01	1
176.1333	27.36797	0.01	1
176.1667	24.37453	0.01	1
176.2	20.32914	0.01	1
176.2333	15.40208	0.01	1
176.2667	10.06796	0.01	1
176.3	4.581155	0.01	1
176.3333	1.797241	0.01	1
176.3667	-3.911048	0.01	1
176.4	-9.334616	0.01	1
176.4333	-14.4396	0.01	1
176.4667	-18.97951	0.01	1
176.5	-22.72835	0.01	1
176.5333	-25.5726	0.01	1
176.5667	-27.59474	0.01	1
176.6	-28.67309	0.01	1
176.6333	-28.66737	0.01	1
176.6667	-27.52354	0.01	1
176.7	-25.52569	0.01	1
176.7333	-22.66618	0.01	1
176.7667	-18.57264	0.01	1
176.8	-14.00044	0.01	1
176.8333	-8.874383	0.01	1
176.8667	-3.235645	0.01	1
176.9	2.232976	0.01	1
176.9333	7.791496	0.01	1
176.9667	13.03288	0.01	1
177	18.0105	0.01	1
177.0333	22.29287	0.01	1
177.0667	25.89147	0.01	1
177.1	28.57792	0.01	1
177.1333	30.14692	0.01	1
177.1667	30.63472	0.01	1
177.2	30.52965	0.01	1
177.2333	28.98249	0.01	1
177.2667	26.50082	0.01	1
177.3	23.04662	0.01	1
177.3333	18.80225	0.01	1
177.3667	13.9824	0.01	1
177.4	8.634658	0.01	1
177.4333	3.094902	0.01	1
177.4667	-2.278673	0.01	1
177.5	-7.807588	0.01	1
177.5333	-12.92516	0.01	1
177.5667	-17.43798	0.01	1
177.6	-21.3784	0.01	1
177.6333	-24.78368	0.01	1
177.6667	-27.22278	0.01	1
177.7	-28.63641	0.01	1
177.7333	-28.90768	0.01	1
177.7667	-28.14053	0.01	1
177.8	-26.41605	0.01	1
177.8333	-23.69476	0.01	1
177.8667	-20.23428	0.01	1
177.9	-15.63998	0.01	1
177.9333	-10.61013	0.01	1
177.9667	-8.008506	0.01	1
178	-2.677067	0.01	1
178.0333	3.029108	0.01	1
178.0667	8.278137	0.01	1
178.1	13.73807	0.01	1
178.1333	18.58431	0.01	1
178.1667	22.78412	0.01	1
178.2	26.25559	0.01	1
178.2333	28.73508	0.01	1
178.2667	30.12836	0.01	1
178.3	30.41418	0.01	1
178.3333	29.98478	0.01	1
178.3667	28.39005	0.01	1
178.4	25.79037	0.01	1
178.4333	22.21797	0.01	1
178.4667	17.89721	0.01	1
178.5	12.79663	0.01	1
178.5333	7.549049	0.01	1
178.5667	1.98334	0.01	1
178.6	-3.418907	0.01	1
178.6333	-8.836607	0.01	1
178.6667	-13.96505	0.01	1
178.7	-18.60247	0.01	1
178.7333	-22.39312	0.01	1
178.7667	-25.3738	0.01	1
178.8	-27.51424	0.01	1
178.8333	-28.64054	0.01	1
178.8667	-28.64763	0.01	1
178.9	-27.5638	0.01	1
178.9333	-25.5202	0.01	1
178.9667	-22.6656	0.01	1
179	-19.00862	0.01	1
179.0333	-14.5348	0.01	1
179.0667	-9.442528	0.01	1
179.1	-4.097184	0.01	1
179.1333	1.172213	0.01	1
179.1667	6.774206	0.01	1
179.2	12.16621	0.01	1
179.2333	17.24625	0.01	1
179.2667	21.68678	0.01	1
179.3	25.36692	0.01	1
179.3333	28.0123	0.01	1
179.3667	29.70873	0.01	1
179.4	30.24189	0.01	1
179.4333	30.15677	0.01	1
179.4667	28.74967	0.01	1
179.5	26.45178	0.01	1
179.5333	23.04202	0.01	1
179.5667	18.86902	0.01	1
179.6	14.02596	0.01	1
179.6333	11.26681	0.01	1
179.6667	6.019471	0.01	1
179.7	0.5108132	0.01	1
179.7333	-5.013401	0.01	1
179.7667	-10.42252	0.01	1
179.8	-15.22656	0.01	1
179.8333	-19.58876	0.01	1
179.8667	-23.13088	0.01	1
179.9	-25.6726	0.01	1
179.9333	-27.44506	0.01	1
179.9667	-28.37077	0.01	1
180	-28.13927	0.01	1
180.0333	-26.90599	0.01	1
180.0667	-24.74471	0.01	1
180.1	-21.74512	0.01	1
180.1333	-17.92414	0.01	1
180.1667	-13.56949	0.01	1
180.2	-8.233071	0.01	1
180.2333	-2.982744	0.01	1
180.2667	2.519488	0.01	1
180.3	7.924517	0.01	1
180.3333	13.15908	0.01	1
180.3667	18.12538	0.01	1
180.4	22.3839	0.01	1
180.4333	25.99533	0.01	1
180.4667	28.50659	0.01	1
180.5	29.87656	0.01	1
180.5333	30.18921	0.01	1
180.5667	29.7869	0.01	1
180.6	28.16435	0.01	1
180.6333	25.54422	0.01	1
180.6667	21.93974	0.01	1
180.7	17.47997	0.01	1
180.7333	12.76925	0.01	1
180.7667	7.450983	0.01	1
180.8	1.92902	0.01	1
180.8333	-3.43095	0.01	1
180.8667	-8.969383	0.01	1
180.9	-13.66646	0.01	1
180.9333	-18.01982	0.01	1
180.9667	-21.77507	0.01	1
181	-24.75127	0.01	1
181.0333	-26.85886	0.01	1
181.0667	-28.00176	0.01	1
181.1	-28.02818	0.01	1
181.1333	-26.88103	0.01	1
181.1667	-25.04023	0.01	1
181.2	-22.08726	0.01	1
181.2333	-18.3114	0.01	1
181.2667	-16.02758	0.01	1
181.3	-11.18655	0.01	1
181.3333	-6.082054	0.01	1
181.3667	-0.5617525	0.01	1
181.4	4.857611	0.01	1
181.4333	10.18462	0.01	1
181.4667	15.14874	0.01	1
181.5	19.7962	0.01	1
181.5333	23.75202	0.01	1
181.5667	26.90303	0.01	1
181.6	28.93779	0.01	1
181.6333	30.05546	0.01	1
181.6667	30.12293	0.01	1
181.7	29.43302	0.01	1
181.7333	27.57829	0.01	1
181.7667	24.82998	0.01	1
181.8	20.96574	0.01	1
181.8333	16.72632	0.01	1
181.8667	11.58335	0.01	1
181.9	6.321214	0.01	1
181.9333	0.850972	0.01	1
181.9667	-4.726656	0.01	1
182	-9.784979	0.01	1
182.0333	-14.69595	0.01	1
182.0667	-18.87509	0.01	1
182.1	-22.22659	0.01	1
182.1333	-24.93847	0.01	1
182.1667	-26.76749	0.01	1
182.2	-27.65745	0.01	1
182.2333	-27.62694	0.01	1
182.2667	-26.27077	0.01	1
182.3	-24.12299	0.01	1
182.3333	-21.04308	0.01	1
182.3667	-17.00663	0.01	1
182.4	-12.42791	0.01	1
182.4333	-7.349587	0.01	1
182.4667	-1.944872	0.01	1
182.5	3.549274	0.01	1
182.5333	8.98163	0.01	1
182.5667	14.0765	0.01	1
182.6	18.80638	0.01	1
182.6333	22.91404	0.01	1
182.6667	26.15433	0.01	1
182.7	28.51106	0.01	1
182.7333	29.86606	0.01	1
182.7667	30.19332	0.01	1
182.8	29.77485	0.01	1
182.8333	28.23481	0.01	1
182.8667	25.74179	0.01	1
182.9	24.10175	0.01	1
182.9333	20.32842	0.01	1
182.9667	15.47527	0.01	1
183	10.47505	0.01	1
183.0333	5.133391	0.01	1
183.0667	-0.4596162	0.01	1
183.1	-5.457268	0.01	1
183.1333	-10.73508	0.01	1
183.1667	-15.3739	0.01	1
183.2	-19.38865	0.01	1
183.2333	-22.7042	0.01	1
183.2667	-25.23835	0.01	1
183.3	-26.95602	0.01	1
183.3333	-27.55077	0.01	1
183.3667	-27.08021	0.01	1
183.4	-25.6202	0.01	1
183.4333	-23.43032	0.01	1
183.4667	-20.23507	0.01	1
183.5	-16.10155	0.01	1
183.5333	-11.32025	0.01	1
183.5667	-6.225401	0.01	1
183.6	-0.879539	0.01	1
183.6333	4.543157	0.01	1
183.6667	9.900344	0.01	1
183.7	14.82424	0.01	1
183.7333	19.53645	0.01	1
183.7667	23.32759	0.01	1
183.8	26.3971	0.01	1
183.8333	28.58554	0.01	1
183.8667	29.73586	0.01	1
183.9	29.80559	0.01	1
183.9333	29.16014	0.01	1
183.9667	27.40864	0.01	1
184	24.66494	0.01	1
184.0333	20.80499	0.01	1
184.0667	16.43866	0.01	1
184.1	11.33811	0.01	1
184.1333	6.068973	0.01	1
184.1667	0.5561813	0.01	1
184.2	-4.792643	0.01	1
184.2333	-10.43894	0.01	1
184.2667	-15.17367	0.01	1
184.3	-19.16886	0.01	1
184.3333	-22.45692	0.01	1
184.3667	-25.14279	0.01	1
184.4	-26.98249	0.01	1
184.4333	-27.82282	0.01	1
184.4667	-27.75657	0.01	1
184.5	-26.64709	0.01	1
184.5333	-25.79603	0.01	1
184.5667	-23.26281	0.01	1
184.6	-19.66665	0.01	1
184.6333	-15.34357	0.01	1
184.6667	-10.78065	0.01	1
184.7	-5.4425	0.01	1
184.7333	-0.1407898	0.01	1
184.7667	5.264131	0.01	1
184.8	10.56446	0.01	1
184.8333	15.79253	0.01	1
184.8667	20.26938	0.01	1
184.9	24.1198	0.01	1
184.9333	26.95052	0.01	1
184.9667	28.77947	0.01	1
185	29.66841	0.01	1
185.0333	29.72169	0.01	1
185.0667	28.64999	0.01	1
185.1	26.5878	0.01	1
185.1333	23.78174	0.01	1
185.1667	19.78789	0.01	1
185.2	15.37875	0.01	1
185.2333	10.34095	0.01	1
185.2667	4.972137	0.01	1
185.3	-0.5844281	0.01	1
185.3333	-6.111922	0.01	1
185.3667	-11.10406	0.01	1
185.4	-15.94329	0.01	1
185.4333	-19.89111	0.01	1
185.4667	-23.10477	0.01	1
185.5	-25.36525	0.01	1
185.5333	-26.85711	0.01	1
185.5667	-27.44703	0.01	1
185.6	-27.1554	0.01	1
185.6333	-25.71166	0.01	1
185.6667	-23.48775	0.01	1
185.7	-20.32794	0.01	1
185.7333	-16.10539	0.01	1
185.7667	-11.32392	0.01	1
185.8	-6.288063	0.01	1
185.8333	-0.948944	0.01	1
185.8667	4.322642	0.01	1
185.9	9.690903	0.01	1
185.9333	14.69402	0.01	1
185.9667	19.26347	0.01	1
186	23.09526	0.01	1
186.0333	26.20452	0.01	1
186.0667	28.32315	0.01	1
186.1	29.47853	0.01	1
186.1333	29.5712	0.01	1
186.1667	29.52987	0.01	1
186.2	28.16394	0.01	1
186.2333	25.90671	0.01	1
186.2667	22.68931	0.01	1
186.3	18.8774	0.01	1
186.3333	14.0097	0.01	1
186.3667	8.628495	0.01	1
186.4	3.256263	0.01	1
186.4333	-2.022093	0.01	1
186.4667	-7.42541	0.01	1
186.5	-12.43299	0.01	1
186.5333	-17.05771	0.01	1
186.5667	-21.11709	0.01	1
186.6	-24.24832	0.01	1
186.6333	-26.71332	0.01	1
186.6667	-27.89398	0.01	1
186.7	-28.21063	0.01	1
186.7333	-27.63255	0.01	1
186.7667	-25.88467	0.01	1
186.8	-23.38503	0.01	1
186.8333	-19.81498	0.01	1
186.8667	-15.54822	0.01	1
186.9	-10.87406	0.01	1
186.9333	-5.58827	0.01	1
186.9667	-0.1485888	0.01	1
187	5.274338	0.01	1
187.0333	10.79554	0.01	1
187.0667	15.60286	0.01	1
187.1	20.02587	0.01	1
187.1333	23.59305	0.01	1
187.1667	26.57831	0.01	1
187.2	28.44413	0.01	1
187.2333	29.21284	0.01	1
187.2667	29.26377	0.01	1
187.3	28.17693	0.01	1
187.3333	26.1674	0.01	1
187.3667	23.05072	0.01	1
187.4	19.30673	0.01	1
187.4333	14.65838	0.01	1
187.4667	9.581693	0.01	1
187.5	4.377856	0.01	1
187.5333	-0.9277806	0.01	1
187.5667	-6.368565	0.01	1
187.6	-11.25698	0.01	1
187.6333	-15.76382	0.01	1
187.6667	-19.77772	0.01	1
187.7	-23.05204	0.01	1
187.7333	-25.58103	0.01	1
187.7667	-27.09612	0.01	1
187.8	-27.45034	0.01	1
187.8333	-27.4521	0.01	1
187.8667	-26.54606	0.01	1
187.9	-24.6917	0.01	1
187.9333	-22.01252	0.01	1
187.9667	-18.59718	0.01	1
188	-14.50256	0.01	1
188.0333	-10.08047	0.01	1
188.0667	-5.076749	0.01	1
188.1	0.3190264	0.01	1
188.1333	6.135387	0.01	1
188.1667	11.27306	0.01	1
188.2	16.37208	0.01	1
188.2333	20.66513	0.01	1
188.2667	24.22218	0.01	1
188.3	26.9372	0.01	1
188.3333	28.52832	0.01	1
188.3667	29.01192	0.01	1
188.4	28.94417	0.01	1
188.4333	27.45291	0.01	1
188.4667	25.04787	0.01	1
188.5	22.09125	0.01	1
188.5333	18.08613	0.01	1
188.5667	13.56713	0.01	1
188.6	8.55506	0.01	1
188.6333	3.280702	0.01	1
188.6667	-2.107292	0.01	1
188.7	-6.969933	0.01	1
188.7333	-11.71276	0.01	1
188.7667	-16.06673	0.01	1
188.8	-19.86774	0.01	1
188.8333	-23.05886	0.01	1
188.8667	-25.28672	0.01	1
188.9	-26.57551	0.01	1
188.9333	-26.80834	0.01	1
188.9667	-26.00948	0.01	1
189	-24.50214	0.01	1
189.0333	-21.78978	0.01	1
189.0667	-18.15591	0.01	1
189.1	-13.95525	0.01	1
189.1333	-9.264445	0.01	1
189.1667	-4.268322	0.01	1
189.2	0.9571837	0.01	1
189.2333	6.2349	0.01	1
189.2667	11.26722	0.01	1
189.3	15.99663	0.01	1
189.3333	20.29309	0.01	1
189.3667	23.89523	0.01	1
189.4	26.72123	0.01	1
189.4333	27.73188	0.01	1
189.4667	28.95497	0.01	1
189.5	29.15516	0.01	1
189.5333	28.75201	0.01	1
189.5667	27.25454	0.01	1
189.6	24.63018	0.01	1
189.6333	21.25511	0.01	1
189.6667	17.05716	0.01	1
189.7	12.37591	0.01	1
189.7333	7.591579	0.01	1
189.7667	2.216706	0.01	1
189.8	-3.262925	0.01	1
189.8333	-8.270026	0.01	1
189.8667	-13.03737	0.01	1
189.9	-17.36549	0.01	1
189.9333	-21.01206	0.01	1
189.9667	-23.79308	0.01	1
190	-25.68643	0.01	1
190.0333	-26.59925	0.01	1
190.0667	-26.61763	0.01	1
190.1	-25.64062	0.01	1
190.1333	-23.84607	0.01	1
190.1667	-20.78584	0.01	1
190.2	-17.02546	0.01	1
190.2333	-12.66446	0.01	1
190.2667	-7.805077	0.01	1
190.3	-2.796002	0.01	1
190.3333	2.651271	0.01	1
190.3667	7.724292	0.01	1
190.4	12.67582	0.01	1
190.4333	17.35757	0.01	1
190.4667	21.42703	0.01	1
190.5	24.72388	0.01	1
190.5333	27.1751	0.01	1
190.5667	28.70843	0.01	1
190.6	29.16138	0.01	1
190.6333	29.17324	0.01	1
190.6667	27.68939	0.01	1
190.7	25.37519	0.01	1
190.7333	22.11455	0.01	1
190.7667	18.11509	0.01	1
190.8	13.54098	0.01	1
190.8333	8.433728	0.01	1
190.8667	3.130415	0.01	1
190.9	-2.016212	0.01	1
190.9333	-7.461446	0.01	1
190.9667	-12.07176	0.01	1
191	-16.27652	0.01	1
191.0333	-20.01225	0.01	1
191.0667	-21.54665	0.01	1
191.1	-24.17402	0.01	1
191.1333	-25.82828	0.01	1
191.1667	-26.5107	0.01	1
191.2	-26.17316	0.01	1
191.2333	-24.87729	0.01	1
191.2667	-22.69114	0.01	1
191.3	-19.44809	0.01	1
191.3333	-15.61995	0.01	1
191.3667	-11.13577	0.01	1
191.4	-6.330325	0.01	1
191.4333	-1.206876	0.01	1
191.4667	4.019904	0.01	1
191.5	9.155986	0.01	1
191.5333	14.00201	0.01	1
191.5667	18.5409	0.01	1
191.6	22.24557	0.01	1
191.6333	25.41015	0.01	1
191.6667	27.48728	0.01	1
191.7	28.74962	0.01	1
191.7333	28.89975	0.01	1
191.7667	28.4078	0.01	1
191.8	26.85409	0.01	1
191.8333	24.43022	0.01	1
191.8667	21.01088	0.01	1
191.9	16.73874	0.01	1
191.9333	11.88603	0.01	1
191.9667	6.845636	0.01	1
192	1.593927	0.01	1
192.0333	-3.561061	0.01	1
192.0667	-8.522297	0.01	1
192.1	-13.21813	0.01	1
192.1333	-17.57444	0.01	1
192.1667	-21.07272	0.01	1
192.2	-23.7838	0.01	1
192.2333	-25.67557	0.01	1
192.2667	-26.54918	0.01	1
192.3	-26.58161	0.01	1
192.3333	-25.64505	0.01	1
192.3667	-23.78649	0.01	1
192.4	-21.05022	0.01	1
192.4333	-17.48143	0.01	1
192.4667	-13.56007	0.01	1
192.5	-8.945257	0.01	1
192.5333	-4.259879	0.01	1
192.5667	1.407744	0.01	1
192.6	6.55249	0.01	1
192.6333	11.63178	0.01	1
192.6667	16.04906	0.01	1
192.7	18.65774	0.01	1
192.7333	22.52048	0.01	1
192.7667	25.51185	0.01	1
192.8	27.49907	0.01	1
192.8333	28.4641	0.01	1
192.8667	28.46595	0.01	1
192.9	27.52692	0.01	1
192.9333	25.53165	0.01	1
192.9667	22.64803	0.01	1
193	18.94664	0.01	1
193.0333	14.78024	0.01	1
193.0667	9.765407	0.01	1
193.1	4.743538	0.01	1
193.1333	-1.57373	0.01	1
193.1667	-6.90603	0.01	1
193.2	-12.26091	0.01	1
193.2333	-16.94546	0.01	1
193.2667	-21.1272	0.01	1
193.3	-24.52135	0.01	1
193.3333	-26.96436	0.01	1
193.3667	-28.67845	0.01	1
193.4	-29.14942	0.01	1
193.4333	-29.13386	0.01	1
193.4667	-27.7067	0.01	1
193.5	-25.40101	0.01	1
193.5333	-22.15353	0.01	1
193.5667	-18.3293	0.01	1
193.6	-13.97043	0.01	1
193.6333	-9.189532	0.01	1
193.6667	-3.885054	0.01	1
193.7	1.572578	0.01	1
193.7333	6.784234	0.01	1
193.7667	11.5714	0.01	1
193.8	16.01213	0.01	1
193.8333	19.79626	0.01	1
193.8667	22.81797	0.01	1
193.9	24.95779	0.01	1
193.9333	26.32841	0.01	1
193.9667	26.6189	0.01	1
194	25.98407	0.01	1
194.0333	24.29519	0.01	1
194.0667	21.72274	0.01	1
194.1	18.29595	0.01	1
194.1333	14.0797	0.01	1
194.1667	9.48048	0.01	1
194.2	4.352692	0.01	1
194.2333	-1.123801	0.01	1
194.2667	-6.512098	0.01	1
194.3	-11.61185	0.01	1
194.3333	-14.02424	0.01	1
194.3667	-18.63585	0.01	1
194.4	-22.44172	0.01	1
194.4333	-25.63943	0.01	1
194.4667	-27.681	0.01	1
194.5	-29.04215	0.01	1
194.5333	-29.32255	0.01	1
194.5667	-28.87274	0.01	1
194.6	-27.17628	0.01	1
194.6333	-24.77778	0.01	1
194.6667	-21.37202	0.01	1
194.7	-17.36752	0.01	1
194.7333	-12.66464	0.01	1
194.7667	-7.484508	0.01	1
194.8	-2.375586	0.01	1
194.8333	2.956058	0.01	1
194.8667	8.177773	0.01	1
194.9	13.0395	0.01	1
194.9333	17.42495	0.01	1
194.9667	20.97318	0.01	1
195	23.66745	0.01	1
195.0333	25.7759	0.01	1
195.0667	26.72235	0.01	1
195.1	26.71664	0.01	1
195.1333	25.65541	0.01	1
195.1667	23.8815	0.01	1
195.2	21.18688	0.01	1
195.2333	17.67691	0.01	1
195.2667	13.16936	0.01	1
195.3	8.228468	0.01	1
195.3333	3.072679	0.01	1
195.3667	-2.457958	0.01	1
195.4	-7.85946	0.01	1
195.4333	-13.0993	0.01	1
195.4667	-17.60585	0.01	1
195.5	-21.68307	0.01	1
195.5333	-25.01501	0.01	1
195.5667	-27.40625	0.01	1
195.6	-28.86842	0.01	1
195.6333	-29.30535	0.01	1
195.6667	-29.28819	0.01	1
195.7	-27.87747	0.01	1
195.7333	-25.78633	0.01	1
195.7667	-22.48694	0.01	1
195.8	-18.70405	0.01	1
195.8333	-14.12307	0.01	1
195.8667	-9.065093	0.01	1
195.9	-3.783546	0.01	1
195.9333	1.424488	0.01	1
195.9667	4.124945	0.01	1
196	9.216865	0.01	1
196.0333	13.98438	0.01	1
196.0667	18.13627	0.01	1
196.1	21.61779	0.01	1
196.1333	24.28013	0.01	1
196.1667	25.9793	0.01	1
196.2	26.26817	0.01	1
196.2333	26.25081	0.01	1
196.2667	24.91114	0.01	1
196.3	22.7015	0.01	1
196.3333	19.39208	0.01	1
196.3667	15.51508	0.01	1
196.4	11.11767	0.01	1
196.4333	6.15566	0.01	1
196.4667	0.9866978	0.01	1
196.5	-4.499791	0.01	1
196.5333	-9.631101	0.01	1
196.5667	-14.56284	0.01	1
196.6	-18.82749	0.01	1
196.6333	-22.52363	0.01	1
196.6667	-25.56289	0.01	1
196.7	-27.61558	0.01	1
196.7333	-28.95103	0.01	1
196.7667	-28.97072	0.01	1
196.8	-28.3829	0.01	1
196.8333	-26.65604	0.01	1
196.8667	-24.21618	0.01	1
196.9	-20.71014	0.01	1
196.9333	-16.91699	0.01	1
196.9667	-12.24566	0.01	1
197	-7.117943	0.01	1
197.0333	-1.914751	0.01	1
197.0667	3.437687	0.01	1
197.1	8.360651	0.01	1
197.1333	13.17393	0.01	1
197.1667	17.17076	0.01	1
197.2	20.57021	0.01	1
197.2333	23.26993	0.01	1
197.2667	25.10345	0.01	1
197.3	25.83584	0.01	1
197.3333	25.83786	0.01	1
197.3667	24.75316	0.01	1
197.4	22.71293	0.01	1
197.4333	19.81744	0.01	1
197.4667	16.31994	0.01	1
197.5	12.07007	0.01	1
197.5333	7.367695	0.01	1
197.5667	2.011859	0.01	1
197.6	-0.5981373	0.01	1
197.6333	-6.000349	0.01	1
197.6667	-11.09905	0.01	1
197.7	-15.83246	0.01	1
197.7333	-20.01275	0.01	1
197.7667	-23.57514	0.01	1
197.8	-26.13948	0.01	1
197.8333	-27.93504	0.01	1
197.8667	-28.78354	0.01	1
197.9	-28.77174	0.01	1
197.9333	-27.88436	0.01	1
197.9667	-26.09789	0.01	1
198	-23.26079	0.01	1
198.0333	-19.74596	0.01	1
198.0667	-15.71831	0.01	1
198.1	-11.04001	0.01	1
198.1333	-5.884405	0.01	1
198.1667	-0.4444151	0.01	1
198.2	4.748817	0.01	1
198.2333	9.748177	0.01	1
198.2667	14.23692	0.01	1
198.3	18.20262	0.01	1
198.3333	21.66012	0.01	1
198.3667	23.96098	0.01	1
198.4	25.40789	0.01	1
198.4333	25.78506	0.01	1
198.4667	25.81419	0.01	1
198.5	24.18167	0.01	1
198.5333	21.90285	0.01	1
198.5667	18.92608	0.01	1
198.6	14.97398	0.01	1
198.6333	10.3061	0.01	1
198.6667	5.411879	0.01	1
198.7	0.2837491	0.01	1
198.7333	-5.027076	0.01	1
198.7667	-10.06317	0.01	1
198.8	-14.87798	0.01	1
198.8333	-18.99258	0.01	1
198.8667	-22.7664	0.01	1
198.9	-25.71457	0.01	1
198.9333	-27.49189	0.01	1
198.9667	-28.54568	0.01	1
199	-28.5961	0.01	1
199.0333	-28.06262	0.01	1
199.0667	-26.30086	0.01	1
199.1	-23.71061	0.01	1
199.1333	-20.49605	0.01	1
199.1667	-16.43989	0.01	1
199.2	-11.68102	0.01	1
199.2333	-9.372697	0.01	1
199.2667	-4.129113	0.01	1
199.3	1.372517	0.01	1
199.3333	6.433495	0.01	1
199.3667	11.3874	0.01	1
199.4	15.93671	0.01	1
199.4333	19.79203	0.01	1
199.4667	22.68997	0.01	1
199.5	24.93289	0.01	1
199.5333	26.27849	0.01	1
199.5667	26.36907	0.01	1
199.6	25.67476	0.01	1
199.6333	24.02189	0.01	1
199.6667	21.35716	0.01	1
199.7	17.93475	0.01	1
199.7333	13.77355	0.01	1
199.7667	9.040422	0.01	1
199.8	4.144186	0.01	1
199.8333	-1.153012	0.01	1
199.8667	-6.359945	0.01	1
199.9	-11.40383	0.01	1
199.9333	-15.98567	0.01	1
199.9667	-20.00694	0.01	1
200	-23.26486	0.01	1
200.0333	-25.82601	0.01	1
200.0667	-27.51399	0.01	1
200.1	-28.0746	0.01	1
200.1333	-28.09345	0.01	1
200.1667	-26.95589	0.01	1
200.2	-25.16667	0.01	1
200.2333	-22.49612	0.01	1
200.2667	-18.83928	0.01	1
200.3	-14.74216	0.01	1
200.3333	-9.975443	0.01	1
200.3667	-4.870433	0.01	1
200.4	0.2227922	0.01	1
200.4333	5.210157	0.01	1
200.4667	10.00218	0.01	1
200.5	14.34059	0.01	1
200.5333	18.4068	0.01	1
200.5667	21.44155	0.01	1
200.6	23.71967	0.01	1
200.6333	25.09164	0.01	1
200.6667	25.38387	0.01	1
200.7	25.00109	0.01	1
200.7333	23.58916	0.01	1
200.7667	21.25359	0.01	1
200.8	18.05071	0.01	1
200.8333	14.26867	0.01	1
200.8667	12.07967	0.01	1
200.9	7.405621	0.01	1
200.9333	2.413246	0.01	1
200.9667	-2.851512	0.01	1
201	-8.037973	0.01	1
201.0333	-12.97309	0.01	1
201.0667	-17.46628	0.01	1
201.1	-21.40965	0.01	1
201.1333	-24.53316	0.01	1
201.1667	-26.68053	0.01	1
201.2	-28.06199	0.01	1
