t (seconds)	θ (degrees)	uncertainty t (type b)	uncertainty θ (type b, based on the precision of tracker app's autotracker measurements which can vary because of motion blur, estimated to be on the magnitude of +-1 degree)
201.2333	-28.32502	0.01	1
201.2667	-28.33463	0.01	1
201.3	-26.85978	0.01	1
201.3333	-24.70651	0.01	1
201.3667	-21.65619	0.01	1
201.4	-17.79953	0.01	1
201.4333	-13.38863	0.01	1
201.4667	-8.368631	0.01	1
201.5	-3.276621	0.01	1
201.5333	1.895529	0.01	1
201.5667	6.894757	0.01	1
201.6	11.57268	0.01	1
201.6333	15.71466	0.01	1
201.6667	19.23722	0.01	1
201.7	22.12295	0.01	1
201.7333	24.06017	0.01	1
201.7667	25.13485	0.01	1
201.8	25.17553	0.01	1
201.8333	24.51577	0.01	1
201.8667	22.7153	0.01	1
201.9	20.18292	0.01	1
201.9333	16.91523	0.01	1
201.9667	12.92495	0.01	1
202	8.170168	0.01	1
202.0333	3.296314	0.01	1
202.0667	-1.874257	0.01	1
202.1	-7.066527	0.01	1
202.1333	-11.90363	0.01	1
202.1667	-16.56505	0.01	1
202.2	-20.63768	0.01	1
202.2333	-23.76628	0.01	1
202.2667	-26.22008	0.01	1
202.3	-27.70954	0.01	1
202.3333	-28.2386	0.01	1
202.3667	-28.27669	0.01	1
202.4	-27.08656	0.01	1
202.4333	-24.95309	0.01	1
202.4667	-21.98594	0.01	1
202.5	-20.20404	0.01	1
202.5333	-15.94557	0.01	1
202.5667	-11.53908	0.01	1
202.6	-6.579145	0.01	1
202.6333	-1.495727	0.01	1
202.6667	3.482748	0.01	1
202.7	8.263287	0.01	1
202.7333	12.7172	0.01	1
202.7667	16.7607	0.01	1
202.8	20.04232	0.01	1
202.8333	22.81351	0.01	1
202.8667	24.57596	0.01	1
202.9	25.34581	0.01	1
202.9333	25.34791	0.01	1
202.9667	24.25085	0.01	1
203	22.39899	0.01	1
203.0333	19.44556	0.01	1
203.0667	15.99875	0.01	1
203.1	11.58759	0.01	1
203.1333	6.764754	0.01	1
203.1667	1.794784	0.01	1
203.2	-3.526131	0.01	1
203.2333	-8.485682	0.01	1
203.2667	-13.35372	0.01	1
203.3	-17.71634	0.01	1
203.3333	-21.45321	0.01	1
203.3667	-24.53898	0.01	1
203.4	-26.70391	0.01	1
203.4333	-28.05721	0.01	1
203.4667	-28.35683	0.01	1
203.5	-28.09458	0.01	1
203.5333	-26.57067	0.01	1
203.5667	-24.35045	0.01	1
203.6	-21.18365	0.01	1
203.6333	-17.50984	0.01	1
203.6667	-13.01884	0.01	1
203.7	-8.056026	0.01	1
203.7333	-3.021979	0.01	1
203.7667	2.133415	0.01	1
203.8	7.170061	0.01	1
203.8333	11.6912	0.01	1
203.8667	15.96979	0.01	1
203.9	19.39007	0.01	1
203.9333	22.00179	0.01	1
203.9667	23.87274	0.01	1
204	24.88887	0.01	1
204.0333	24.93335	0.01	1
204.0667	23.92034	0.01	1
204.1	22.05367	0.01	1
204.1333	19.26064	0.01	1
204.1667	17.76256	0.01	1
204.2	14.03307	0.01	1
204.2333	9.548459	0.01	1
204.2667	4.85253	0.01	1
204.3	-0.1423705	0.01	1
204.3333	-5.157915	0.01	1
204.3667	-10.19361	0.01	1
204.4	-14.77845	0.01	1
204.4333	-18.86924	0.01	1
204.4667	-22.28943	0.01	1
204.5	-25.26548	0.01	1
204.5333	-27.07837	0.01	1
204.5667	-28.01706	0.01	1
204.6	-28.03732	0.01	1
204.6333	-27.4004	0.01	1
204.6667	-25.64584	0.01	1
204.7	-23.01596	0.01	1
204.7333	-19.74273	0.01	1
204.7667	-15.74435	0.01	1
204.8	-11.10996	0.01	1
204.8333	-6.105908	0.01	1
204.8667	-0.9495388	0.01	1
204.9	4.02121	0.01	1
204.9333	8.941479	0.01	1
204.9667	13.54509	0.01	1
205	17.37214	0.01	1
205.0333	20.54016	0.01	1
205.0667	22.91034	0.01	1
205.1	24.65567	0.01	1
205.1333	25.30408	0.01	1
205.1667	25.27317	0.01	1
205.2	23.83347	0.01	1
205.2333	21.58943	0.01	1
205.2667	18.5562	0.01	1
205.3	14.98956	0.01	1
205.3333	10.68208	0.01	1
205.3667	6.069519	0.01	1
205.4	0.9760548	0.01	1
205.4333	-4.301716	0.01	1
205.4667	-9.353481	0.01	1
205.5	-14.04335	0.01	1
205.5333	-18.33403	0.01	1
205.5667	-21.91519	0.01	1
205.6	-24.88236	0.01	1
205.6333	-27.01998	0.01	1
205.6667	-28.17215	0.01	1
205.7	-28.18734	0.01	1
205.7333	-27.62016	0.01	1
205.7667	-25.8988	0.01	1
205.8	-24.90389	0.01	1
205.8333	-22.22253	0.01	1
205.8667	-18.67551	0.01	1
205.9	-14.45262	0.01	1
205.9333	-9.627053	0.01	1
205.9667	-4.536167	0.01	1
206	0.6825727	0.01	1
206.0333	5.746876	0.01	1
206.0667	10.38445	0.01	1
206.1	14.65329	0.01	1
206.1333	18.352	0.01	1
206.1667	21.45458	0.01	1
206.2	23.74992	0.01	1
206.2333	25.15454	0.01	1
206.2667	25.47661	0.01	1
206.3	25.10361	0.01	1
206.3333	23.70673	0.01	1
206.3667	20.97494	0.01	1
206.4	17.5237	0.01	1
206.4333	13.63863	0.01	1
206.4667	9.163598	0.01	1
206.5	4.243895	0.01	1
206.5333	-0.779001	0.01	1
206.5667	-5.847358	0.01	1
206.6	-10.67398	0.01	1
206.6333	-15.29182	0.01	1
206.6667	-19.24005	0.01	1
206.7	-22.63678	0.01	1
206.7333	-25.26998	0.01	1
206.7667	-27.07618	0.01	1
206.8	-27.71484	0.01	1
206.8333	-27.73738	0.01	1
206.8667	-26.84577	0.01	1
206.9	-24.99305	0.01	1
206.9333	-22.31911	0.01	1
206.9667	-18.91802	0.01	1
207	-14.79845	0.01	1
207.0333	-10.25844	0.01	1
207.0667	-5.422745	0.01	1
207.1	-0.3998472	0.01	1
207.1333	4.636815	0.01	1
207.1667	9.551086	0.01	1
207.2	13.98701	0.01	1
207.2333	17.77411	0.01	1
207.2667	20.65517	0.01	1
207.3	22.98641	0.01	1
207.3333	24.46296	0.01	1
207.3667	24.82091	0.01	1
207.4	24.47945	0.01	1
207.4333	23.79893	0.01	1
207.4667	21.8883	0.01	1
207.5	19.32872	0.01	1
207.5333	15.93345	0.01	1
207.5667	11.71421	0.01	1
207.6	7.089347	0.01	1
207.6333	2.455146	0.01	1
207.6667	-2.576999	0.01	1
207.7	-7.608337	0.01	1
207.7333	-12.25368	0.01	1
207.7667	-16.57356	0.01	1
207.8	-20.42607	0.01	1
207.8333	-23.52045	0.01	1
207.8667	-25.97332	0.01	1
207.9	-27.35187	0.01	1
207.9333	-27.90615	0.01	1
207.9667	-27.96859	0.01	1
208	-26.53547	0.01	1
208.0333	-24.44806	0.01	1
208.0667	-21.38306	0.01	1
208.1	-17.78052	0.01	1
208.1333	-13.65094	0.01	1
208.1667	-8.878905	0.01	1
208.2	-3.888125	0.01	1
208.2333	1.206733	0.01	1
208.2667	6.263742	0.01	1
208.3	11.17951	0.01	1
208.3333	15.21983	0.01	1
208.3667	18.78022	0.01	1
208.4	21.78106	0.01	1
208.4333	23.67104	0.01	1
208.4667	24.78257	0.01	1
208.5	24.89084	0.01	1
208.5333	24.12633	0.01	1
208.5667	22.33858	0.01	1
208.6	19.85743	0.01	1
208.6333	16.5578	0.01	1
208.6667	12.50445	0.01	1
208.7	8.193449	0.01	1
208.7333	3.438641	0.01	1
208.7667	-1.549238	0.01	1
208.8	-6.554294	0.01	1
208.8333	-11.4337	0.01	1
208.8667	-15.86401	0.01	1
208.9	-19.81653	0.01	1
208.9333	-22.97647	0.01	1
208.9667	-25.58673	0.01	1
209	-27.03479	0.01	1
209.0333	-27.63342	0.01	1
209.0667	-27.66789	0.01	1
209.1	-27.138	0.01	1
209.1333	-25.64716	0.01	1
209.1667	-23.29813	0.01	1
209.2	-20.10698	0.01	1
209.2333	-16.25412	0.01	1
209.2667	-11.72152	0.01	1
209.3	-6.981026	0.01	1
209.3333	-1.963604	0.01	1
209.3667	3.061797	0.01	1
209.4	7.868829	0.01	1
209.4333	12.30122	0.01	1
209.4667	16.41931	0.01	1
209.5	19.7147	0.01	1
209.5333	22.19645	0.01	1
209.5667	24.05213	0.01	1
209.6	24.7984	0.01	1
209.6333	24.85604	0.01	1
209.6667	23.78362	0.01	1
209.7	21.88591	0.01	1
209.7333	18.92987	0.01	1
209.7667	15.42534	0.01	1
209.8	11.35838	0.01	1
209.8333	6.55031	0.01	1
209.8667	1.731752	0.01	1
209.9	-3.19141	0.01	1
209.9333	-8.121225	0.01	1
209.9667	-12.84181	0.01	1
210	-17.22778	0.01	1
210.0333	-20.92537	0.01	1
210.0667	-23.8311	0.01	1
210.1	-26.00414	0.01	1
210.1333	-27.25205	0.01	1
210.1667	-27.53354	0.01	1
210.2	-27.24712	0.01	1
210.2333	-25.72797	0.01	1
210.2667	-23.45505	0.01	1
210.3	-20.55822	0.01	1
210.3333	-16.86539	0.01	1
210.3667	-12.59051	0.01	1
210.4	-7.844044	0.01	1
210.4333	-2.867845	0.01	1
210.4667	2.190397	0.01	1
210.5	6.96307	0.01	1
210.5333	11.56298	0.01	1
210.5667	15.56763	0.01	1
210.6	18.97482	0.01	1
210.6333	21.55743	0.01	1
210.6667	23.29934	0.01	1
210.7	23.94469	0.01	1
210.7333	24.27663	0.01	1
210.7667	23.97862	0.01	1
210.8	22.46157	0.01	1
210.8333	20.13237	0.01	1
210.8667	17.20847	0.01	1
210.9	13.79396	0.01	1
210.9333	9.429904	0.01	1
210.9667	4.620075	0.01	1
211	-0.2585668	0.01	1
211.0333	-5.252134	0.01	1
211.0667	-10.03964	0.01	1
211.1	-14.48858	0.01	1
211.1333	-18.51962	0.01	1
211.1667	-21.91981	0.01	1
211.2	-24.65685	0.01	1
211.2333	-26.46594	0.01	1
211.2667	-27.32294	0.01	1
211.3	-27.38305	0.01	1
211.3333	-26.75287	0.01	1
211.3667	-25.21482	0.01	1
211.4	-22.58794	0.01	1
211.4333	-19.30953	0.01	1
211.4667	-15.41941	0.01	1
211.5	-11.00426	0.01	1
211.5333	-6.079863	0.01	1
211.5667	-1.103302	0.01	1
211.6	4.084319	0.01	1
211.6333	8.699974	0.01	1
211.6667	12.9463	0.01	1
211.7	16.83524	0.01	1
211.7333	20.08389	0.01	1
211.7667	22.59032	0.01	1
211.8	24.09305	0.01	1
211.8333	24.51994	0.01	1
211.8667	24.52184	0.01	1
211.9	23.08684	0.01	1
211.9333	21.07561	0.01	1
211.9667	18.07697	0.01	1
212	14.48228	0.01	1
212.0333	10.30671	0.01	1
212.0667	5.694821	0.01	1
212.1	0.7907494	0.01	1
212.1333	-4.151548	0.01	1
212.1667	-8.88093	0.01	1
212.2	-13.50763	0.01	1
212.2333	-17.75291	0.01	1
212.2667	-21.30278	0.01	1
212.3	-24.07074	0.01	1
212.3333	-25.23956	0.01	1
212.3667	-26.77943	0.01	1
212.4	-27.33455	0.01	1
212.4333	-27.36196	0.01	1
212.4667	-26.15353	0.01	1
212.5	-24.29402	0.01	1
212.5333	-21.57761	0.01	1
212.5667	-18.0736	0.01	1
212.6	-14.03754	0.01	1
212.6333	-9.563899	0.01	1
212.6667	-4.677343	0.01	1
212.7	0.373162	0.01	1
212.7333	5.097436	0.01	1
212.7667	9.718491	0.01	1
212.8	14.07053	0.01	1
212.8333	17.50147	0.01	1
212.8667	20.50625	0.01	1
212.9	22.57627	0.01	1
212.9333	23.75672	0.01	1
212.9667	24.0369	0.01	1
213	23.59556	0.01	1
213.0333	22.15385	0.01	1
213.0667	19.65132	0.01	1
213.1	16.75224	0.01	1
213.1333	13.19641	0.01	1
213.1667	8.68363	0.01	1
213.2	3.979041	0.01	1
213.2333	-0.9807738	0.01	1
213.2667	-5.769831	0.01	1
213.3	-10.5123	0.01	1
213.3333	-14.85785	0.01	1
213.3667	-18.82142	0.01	1
213.4	-22.17668	0.01	1
213.4333	-24.84622	0.01	1
213.4667	-26.66945	0.01	1
213.5	-27.28041	0.01	1
213.5333	-27.30775	0.01	1
213.5667	-26.41038	0.01	1
213.6	-24.56067	0.01	1
213.6333	-21.88828	0.01	1
213.6667	-18.51532	0.01	1
213.7	-14.67428	0.01	1
213.7333	-10.30798	0.01	1
213.7667	-5.496051	0.01	1
213.8	-0.4434646	0.01	1
213.8333	4.46942	0.01	1
213.8667	9.268416	0.01	1
213.9	13.63668	0.01	1
213.9333	17.18632	0.01	1
213.9667	18.69551	0.01	1
214	21.22144	0.01	1
214.0333	22.96713	0.01	1
214.0667	24.02672	0.01	1
214.1	24.05153	0.01	1
214.1333	23.19993	0.01	1
214.1667	21.35396	0.01	1
214.2	18.76898	0.01	1
214.2333	15.43824	0.01	1
214.2667	11.5189	0.01	1
214.3	6.920762	0.01	1
214.3333	2.27528	0.01	1
214.3667	-2.701538	0.01	1
214.4	-7.642487	0.01	1
214.4333	-12.24383	0.01	1
214.4667	-16.47147	0.01	1
214.5	-20.1729	0.01	1
214.5333	-23.1563	0.01	1
214.5667	-25.38389	0.01	1
214.6	-26.59443	0.01	1
214.6333	-26.8843	0.01	1
214.6667	-26.86647	0.01	1
214.7	-25.41807	0.01	1
214.7333	-23.14153	0.01	1
214.7667	-20.23066	0.01	1
214.8	-16.7838	0.01	1
214.8333	-12.61139	0.01	1
214.8667	-8.09611	0.01	1
214.9	-3.32944	0.01	1
214.9333	1.634776	0.01	1
214.9667	6.377685	0.01	1
215	11.09027	0.01	1
215.0333	15.16048	0.01	1
215.0667	18.64614	0.01	1
215.1	21.28347	0.01	1
215.1333	23.19521	0.01	1
215.1667	24.23114	0.01	1
215.2	24.24205	0.01	1
215.2333	23.51062	0.01	1
215.2667	21.90819	0.01	1
215.3	19.33345	0.01	1
215.3333	16.06476	0.01	1
215.3667	11.91217	0.01	1
215.4	7.509118	0.01	1
215.4333	2.704345	0.01	1
215.4667	-2.038282	0.01	1
215.5	-6.887752	0.01	1
215.5333	-11.53335	0.01	1
215.5667	-15.89657	0.01	1
215.6	-17.76045	0.01	1
215.6333	-21.30814	0.01	1
215.6667	-24.00451	0.01	1
215.7	-25.96675	0.01	1
215.7333	-26.86142	0.01	1
215.7667	-26.90885	0.01	1
215.8	-26.29866	0.01	1
215.8333	-24.7362	0.01	1
215.8667	-22.40974	0.01	1
215.9	-19.34015	0.01	1
215.9333	-15.67072	0.01	1
215.9667	-11.29791	0.01	1
216	-6.369844	0.01	1
216.0333	-1.518689	0.01	1
216.0667	3.278527	0.01	1
216.1	7.943747	0.01	1
216.1333	12.24934	0.01	1
216.1667	15.94324	0.01	1
216.2	19.23238	0.01	1
216.2333	21.74385	0.01	1
216.2667	23.20447	0.01	1
216.3	23.90595	0.01	1
216.3333	23.90885	0.01	1
216.3667	22.76702	0.01	1
216.4	20.75	0.01	1
216.4333	17.98222	0.01	1
216.4667	14.46633	0.01	1
216.5	10.4223	0.01	1
216.5333	6.00928	0.01	1
216.5667	1.266882	0.01	1
216.6	-3.624826	0.01	1
216.6333	-8.436888	0.01	1
216.6667	-12.95645	0.01	1
216.7	-17.03165	0.01	1
216.7333	-20.42889	0.01	1
216.7667	-23.26493	0.01	1
216.8	-25.46878	0.01	1
216.8333	-26.66484	0.01	1
216.8667	-26.95969	0.01	1
216.9	-26.67252	0.01	1
216.9333	-25.21557	0.01	1
216.9667	-22.79577	0.01	1
217	-19.86798	0.01	1
217.0333	-16.30935	0.01	1
217.0667	-12.14781	0.01	1
217.1	-7.318273	0.01	1
217.1333	-2.333348	0.01	1
217.1667	2.44623	0.01	1
217.2	7.100849	0.01	1
217.2333	9.343637	0.01	1
217.2667	13.60391	0.01	1
217.3	16.97543	0.01	1
217.3333	19.83376	0.01	1
217.3667	21.94312	0.01	1
217.4	23.22701	0.01	1
217.4333	23.49212	0.01	1
217.4667	23.08111	0.01	1
217.5	21.60797	0.01	1
217.5333	19.37537	0.01	1
217.5667	16.57098	0.01	1
217.6	12.70874	0.01	1
217.6333	8.527241	0.01	1
217.6667	3.867791	0.01	1
217.7	-0.9371293	0.01	1
217.7333	-5.576848	0.01	1
217.7667	-10.29426	0.01	1
217.8	-14.61096	0.01	1
217.8333	-18.37328	0.01	1
217.8667	-21.49603	0.01	1
217.9	-23.93003	0.01	1
217.9333	-25.81976	0.01	1
217.9667	-26.63606	0.01	1
218	-26.69481	0.01	1
218.0333	-25.81679	0.01	1
218.0667	-24.19069	0.01	1
218.1	-21.71916	0.01	1
218.1333	-18.61263	0.01	1
218.1667	-14.78471	0.01	1
218.2	-10.49992	0.01	1
218.2333	-5.728445	0.01	1
218.2667	-0.7061208	0.01	1
218.3	4.199657	0.01	1
218.3333	8.690362	0.01	1
218.3667	12.9095	0.01	1
218.4	16.4041	0.01	1
218.4333	19.37057	0.01	1
218.4667	21.56109	0.01	1
218.5	23.03281	0.01	1
218.5333	23.43399	0.01	1
218.5667	23.44702	0.01	1
218.6	21.99264	0.01	1
218.6333	19.94775	0.01	1
218.6667	17.13139	0.01	1
218.7	13.69123	0.01	1
218.7333	9.616992	0.01	1
218.7667	4.962967	0.01	1
218.8	0.1150535	0.01	1
218.8333	-4.625485	0.01	1
218.8667	-7.023275	0.01	1
218.9	-11.54283	0.01	1
218.9333	-15.83875	0.01	1
218.9667	-19.48993	0.01	1
219	-22.43249	0.01	1
219.0333	-24.75422	0.01	1
219.0667	-26.00501	0.01	1
219.1	-26.53454	0.01	1
219.1333	-26.56843	0.01	1
219.1667	-25.35732	0.01	1
219.2	-23.12548	0.01	1
219.2333	-20.32686	0.01	1
219.2667	-16.92468	0.01	1
219.3	-12.7776	0.01	1
219.3333	-8.391801	0.01	1
219.3667	-3.563966	0.01	1
219.4	1.262794	0.01	1
219.4333	5.924516	0.01	1
219.4667	10.2768	0.01	1
219.5	14.11274	0.01	1
219.5333	17.42979	0.01	1
219.5667	20.17602	0.01	1
219.6	22.21727	0.01	1
219.6333	23.33009	0.01	1
219.6667	23.35588	0.01	1
219.7	22.598	0.01	1
219.7333	21.03231	0.01	1
219.7667	18.79965	0.01	1
219.8	15.75877	0.01	1
219.8333	12.06942	0.01	1
219.8667	7.810203	0.01	1
219.9	3.164974	0.01	1
219.9333	-1.738756	0.01	1
219.9667	-6.5738	0.01	1
220	-11.10203	0.01	1
220.0333	-15.28825	0.01	1
220.0667	-18.94442	0.01	1
220.1	-22.02546	0.01	1
220.1333	-24.41445	0.01	1
220.1667	-25.91551	0.01	1
220.2	-26.45166	0.01	1
220.2333	-26.52148	0.01	1
220.2667	-25.57317	0.01	1
220.3	-23.57206	0.01	1
220.3333	-20.84276	0.01	1
220.3667	-17.61394	0.01	1
220.4	-13.62188	0.01	1
220.4333	-9.30513	0.01	1
220.4667	-4.616826	0.01	1
220.5	-2.279968	0.01	1
220.5333	2.525603	0.01	1
220.5667	7.26877	0.01	1
220.6	11.71594	0.01	1
220.6333	15.53693	0.01	1
220.6667	18.53024	0.01	1
220.7	21.08204	0.01	1
220.7333	22.61013	0.01	1
220.7667	23.38509	0.01	1
220.8	23.40516	0.01	1
220.8333	22.24555	0.01	1
220.8667	20.30315	0.01	1
220.9	17.66087	0.01	1
220.9333	14.33334	0.01	1
220.9667	10.35147	0.01	1
221	5.998699	0.01	1
221.0333	1.421261	0.01	1
221.0667	-3.49829	0.01	1
221.1	-8.078358	0.01	1
221.1333	-12.5283	0.01	1
221.1667	-16.63523	0.01	1
221.2	-20.06418	0.01	1
221.2333	-22.95874	0.01	1
221.2667	-24.97362	0.01	1
221.3	-26.14335	0.01	1
221.3333	-26.42584	0.01	1
221.3667	-26.14901	0.01	1
221.4	-24.88159	0.01	1
221.4333	-22.61787	0.01	1
221.4667	-19.58435	0.01	1
221.5	-16.17553	0.01	1
221.5333	-12.07115	0.01	1
221.5667	-7.456034	0.01	1
221.6	-2.559464	0.01	1
221.6333	2.315948	0.01	1
221.6667	6.704531	0.01	1
221.7	10.89677	0.01	1
221.7333	14.82302	0.01	1
221.7667	17.97019	0.01	1
221.8	20.50291	0.01	1
221.8333	22.26734	0.01	1
221.8667	23.13844	0.01	1
221.9	23.18047	0.01	1
221.9333	22.34686	0.01	1
221.9667	20.65575	0.01	1
222	18.05977	0.01	1
222.0333	14.94205	0.01	1
222.0667	11.01072	0.01	1
222.1	6.544973	0.01	1
222.1333	4.271879	0.01	1
222.1667	-0.4218436	0.01	1
222.2	-5.177012	0.01	1
222.2333	-9.87371	0.01	1
222.2667	-14.01397	0.01	1
222.3	-17.91443	0.01	1
222.3333	-21.09887	0.01	1
222.3667	-23.5124	0.01	1
222.4	-25.45499	0.01	1
222.4333	-26.12435	0.01	1
222.4667	-26.09766	0.01	1
222.5	-25.4646	0.01	1
222.5333	-23.60079	0.01	1
222.5667	-21.13647	0.01	1
222.6	-18.01309	0.01	1
222.6333	-14.28532	0.01	1
222.6667	-9.990518	0.01	1
222.7	-5.406556	0.01	1
222.7333	-0.6931133	0.01	1
222.7667	4.056258	0.01	1
222.8	8.377088	0.01	1
222.8333	12.49535	0.01	1
222.8667	16.08052	0.01	1
222.9	18.91935	0.01	1
222.9333	21.06799	0.01	1
222.9667	22.58479	0.01	1
223	22.96454	0.01	1
223.0333	22.98105	0.01	1
223.0667	21.72834	0.01	1
223.1	19.6374	0.01	1
223.1333	16.86405	0.01	1
223.1667	13.4239	0.01	1
223.2	9.430652	0.01	1
223.2333	4.81491	0.01	1
223.2667	0.1065301	0.01	1
223.3	-4.466832	0.01	1
223.3333	-9.111972	0.01	1
223.3667	-13.39208	0.01	1
223.4	-17.24961	0.01	1
223.4333	-20.49991	0.01	1
223.4667	-22.98818	0.01	1
223.5	-24.91235	0.01	1
223.5333	-25.80849	0.01	1
223.5667	-25.81305	0.01	1
223.6	-25.21966	0.01	1
223.6333	-23.56875	0.01	1
223.6667	-21.4371	0.01	1
223.7	-18.39165	0.01	1
223.7333	-14.74737	0.01	1
223.7667	-12.68637	0.01	1
223.8	-8.242428	0.01	1
223.8333	-3.525329	0.01	1
223.8667	1.065594	0.01	1
223.9	5.735178	0.01	1
223.9333	9.940508	0.01	1
223.9667	14.02097	0.01	1
224	17.23424	0.01	1
224.0333	19.94992	0.01	1
224.0667	21.68845	0.01	1
224.1	22.79581	0.01	1
224.1333	23.03949	0.01	1
224.1667	22.31251	0.01	1
224.2	20.74509	0.01	1
224.2333	18.4242	0.01	1
224.2667	15.39091	0.01	1
224.3	11.67143	0.01	1
224.3333	7.809443	0.01	1
224.3667	3.28239	0.01	1
224.4	-1.421039	0.01	1
224.4333	-6.138016	0.01	1
224.4667	-10.68032	0.01	1
224.5	-14.90555	0.01	1
224.5333	-18.62357	0.01	1
224.5667	-21.69518	0.01	1
224.6	-23.80831	0.01	1
224.6333	-25.44487	0.01	1
224.6667	-25.9882	0.01	1
224.7	-25.98719	0.01	1
224.7333	-25.02224	0.01	1
224.7667	-23.09433	0.01	1
224.8	-20.5386	0.01	1
224.8333	-17.2509	0.01	1
224.8667	-13.19162	0.01	1
224.9	-9.014626	0.01	1
224.9333	-4.447148	0.01	1
224.9667	0.3013713	0.01	1
225	4.894746	0.01	1
225.0333	9.46587	0.01	1
225.0667	13.38283	0.01	1
225.1	16.79852	0.01	1
225.1333	19.58936	0.01	1
225.1667	21.61926	0.01	1
225.2	22.76099	0.01	1
225.2333	23.11141	0.01	1
225.2667	22.69008	0.01	1
225.3	21.42528	0.01	1
225.3333	19.35131	0.01	1
225.3667	16.33922	0.01	1
225.4	14.62266	0.01	1
225.4333	10.57341	0.01	1
225.4667	6.326721	0.01	1
225.5	1.708574	0.01	1
225.5333	-3.009883	0.01	1
225.5667	-7.726059	0.01	1
225.6	-12.19655	0.01	1
225.6333	-16.24956	0.01	1
225.6667	-19.66569	0.01	1
225.7	-22.521	0.01	1
225.7333	-24.5813	0.01	1
225.7667	-25.85436	0.01	1
225.8	-26.1221	0.01	1
225.8333	-25.81547	0.01	1
225.8667	-24.57045	0.01	1
225.9	-22.22678	0.01	1
225.9333	-19.38093	0.01	1
225.9667	-15.80884	0.01	1
226	-11.72329	0.01	1
226.0333	-7.351176	0.01	1
226.0667	-2.631128	0.01	1
226.1	2.081299	0.01	1
226.1333	6.61534	0.01	1
226.1667	10.73416	0.01	1
226.2	14.69593	0.01	1
226.2333	17.79386	0.01	1
226.2667	20.46388	0.01	1
226.3	22.06721	0.01	1
226.3333	22.85901	0.01	1
226.3667	22.83525	0.01	1
226.4	22.04373	0.01	1
226.4333	20.46998	0.01	1
226.4667	17.8099	0.01	1
226.5	14.6908	0.01	1
226.5333	10.81794	0.01	1
226.5667	6.616747	0.01	1
226.6	2.092298	0.01	1
226.6333	-2.70885	0.01	1
226.6667	-7.365516	0.01	1
226.7	-11.79982	0.01	1
226.7333	-15.85676	0.01	1
226.7667	-19.35325	0.01	1
226.8	-22.08215	0.01	1
226.8333	-24.12319	0.01	1
226.8667	-25.44445	0.01	1
226.9	-25.82706	0.01	1
226.9333	-25.53578	0.01	1
226.9667	-24.22512	0.01	1
227	-22.20604	0.01	1
227.0333	-20.87595	0.01	1
227.0667	-17.95946	0.01	1
227.1	-14.20651	0.01	1
227.1333	-10.05737	0.01	1
227.1667	-5.652767	0.01	1
227.2	-0.8565973	0.01	1
227.2333	3.962932	0.01	1
227.2667	8.343361	0.01	1
227.3	12.4085	0.01	1
227.3333	15.95349	0.01	1
227.3667	18.91002	0.01	1
227.4	20.96303	0.01	1
227.4333	22.13979	0.01	1
227.4667	22.47889	0.01	1
227.5	22.50655	0.01	1
227.5333	21.05118	0.01	1
227.5667	18.91795	0.01	1
227.6	16.09996	0.01	1
227.6333	12.78011	0.01	1
227.6667	8.793875	0.01	1
227.7	4.370049	0.01	1
227.7333	-0.1252614	0.01	1
227.7667	-4.774734	0.01	1
227.8	-9.291168	0.01	1
227.8333	-13.51887	0.01	1
227.8667	-17.16034	0.01	1
227.9	-20.4289	0.01	1
227.9333	-22.95601	0.01	1
227.9667	-24.67542	0.01	1
228	-25.6224	0.01	1
228.0333	-25.63569	0.01	1
228.0667	-25.00255	0.01	1
228.1	-23.37891	0.01	1
228.1333	-21.22376	0.01	1
228.1667	-18.30686	0.01	1
228.2	-14.62452	0.01	1
228.2333	-10.40568	0.01	1
228.2667	-6.045532	0.01	1
228.3	-1.393178	0.01	1
228.3333	3.2644	0.01	1
228.3667	7.783514	0.01	1
228.4	11.8115	0.01	1
228.4333	15.49066	0.01	1
228.4667	18.42547	0.01	1
228.5	20.55928	0.01	1
228.5333	21.88549	0.01	1
228.5667	22.29726	0.01	1
228.6	22.30075	0.01	1
228.6333	21.12943	0.01	1
228.6667	19.28459	0.01	1
228.7	17.99458	0.01	1
228.7333	14.92596	0.01	1
228.7667	11.43164	0.01	1
228.8	7.280984	0.01	1
228.8333	2.870167	0.01	1
228.8667	-1.728763	0.01	1
228.9	-6.336115	0.01	1
228.9333	-10.64382	0.01	1
228.9667	-14.84309	0.01	1
229	-18.26953	0.01	1
229.0333	-21.29051	0.01	1
229.0667	-23.45709	0.01	1
229.1	-25.06594	0.01	1
229.1333	-25.69009	0.01	1
229.1667	-25.72027	0.01	1
229.2	-24.53747	0.01	1
229.2333	-22.55509	0.01	1
229.2667	-19.98121	0.01	1
229.3	-16.68589	0.01	1
229.3333	-12.99116	0.01	1
229.3667	-8.802534	0.01	1
229.4	-4.302058	0.01	1
229.4333	0.3233201	0.01	1
229.4667	4.816361	0.01	1
229.5	9.190582	0.01	1
229.5333	13.08767	0.01	1
229.5667	16.43657	0.01	1
229.6	18.85896	0.01	1
229.6333	20.86733	0.01	1
229.6667	22.04244	0.01	1
229.7	22.33934	0.01	1
229.7333	21.91032	0.01	1
229.7667	20.68108	0.01	1
229.8	18.52296	0.01	1
229.8333	15.58952	0.01	1
229.8667	11.91553	0.01	1
229.9	7.723447	0.01	1
229.9333	3.346957	0.01	1
