t (seconds)	θ (degrees)
50.69165	-11.80562
50.7	-11.46973
50.70835	-11.06788
50.71665	-10.71671
50.725	-10.37207
50.73335	-10.00515
50.74165	-9.632492
50.75	-9.195923
50.75835	-8.900575
50.76665	-8.461374
50.775	-7.971953
50.78335	-7.500179
50.79165	-6.977845
50.8	-6.508872
50.80835	-5.968186
50.81665	-5.431645
50.825	-4.873372
50.83335	-4.27164
50.84165	-3.65757
50.85	-3.038361
50.85835	-2.433261
50.86665	-1.825917
50.875	-1.206111
50.88335	-0.56747
50.89165	0.052955
50.9	0.720566
50.90835	1.289976
50.91665	1.924023
50.925	2.569855
50.93335	3.206646
50.94165	3.859189
50.95	4.447365
50.95835	4.973529
50.96665	5.46907
50.975	6.088945
50.98335	6.560095
50.99165	7.057071
51.0	7.527301
51.00835	8.045647
51.01665	8.543506
51.025	8.970381
51.03335	9.389074
51.04165	9.778352
51.05	10.120564
51.05835	10.52034
51.06665	10.84897
51.075	11.13023
51.08335	11.43307
51.09165	11.68334
51.1	12.00013
51.10835	12.15968
51.11665	12.32106
51.125	12.47966
51.13335	12.59042
51.14165	12.67172
51.15	12.74197
51.15835	12.76139
51.16665	12.75895
51.175	12.74114
51.18335	12.70922
51.19165	12.67198
51.2	12.62465
51.20835	12.56853
51.21665	12.38254
51.225	12.18767
51.23335	11.9416
51.24165	11.7075
51.25	11.40019
51.25835	11.12738
51.26665	10.79862
51.275	10.42152
51.28335	10.036578
51.29165	9.622436
51.3	9.281843
51.30835	8.874228
51.31665	8.366076
51.325	7.877647
51.33335	7.417813
51.34165	6.973964
51.35	6.411965
51.35835	5.905768
51.36665	5.342055
51.375	4.745638
51.38335	4.178991
51.39165	3.575038
51.4	3.057677
51.40835	2.482793
51.41665	1.846892
51.425	1.243255
51.43335	0.628114
51.44165	0.088068
51.45	-0.55726
51.45835	-1.163871
51.46665	-1.773125
51.475	-2.405029
51.48335	-2.973456
51.49165	-3.553315
51.5	-4.062549
51.50835	-4.616337
51.51665	-5.12707
51.525	-5.658606
51.53335	-6.205847
51.54165	-6.696545
51.55	-7.223544
51.55835	-7.726942
51.56665	-8.115589
51.575	-8.553349
51.58335	-8.987477
51.59165	-9.458362
51.6	-9.83352
51.60835	-10.19572
51.61665	-10.51107
51.625	-10.89625
51.63335	-11.13931
51.64165	-11.36603
51.65	-11.66505
51.65835	-11.91416
51.66665	-12.06075
51.675	-12.23239
51.68335	-12.29704
51.69165	-12.43356
51.7	-12.55031
51.70835	-12.66198
51.71665	-12.66561
51.725	-12.65241
51.73335	-12.62614
51.74165	-12.57754
51.75	-12.54094
51.75835	-12.37824
51.76665	-12.15251
51.775	-12.01559
51.78335	-11.71052
51.79165	-11.49937
51.8	-11.2525
51.80835	-10.89091
51.81665	-10.64603
51.825	-10.27429
51.83335	-9.83986
51.84165	-9.488988
51.85	-9.049201
51.85835	-8.568223
51.86665	-8.089871
51.875	-7.63532
51.88335	-7.124508
51.89165	-6.682562
51.9	-6.164322
51.90835	-5.598758
51.91665	-5.082055
51.925	-4.499012
51.93335	-3.976891
51.94165	-3.342225
51.95	-2.786289
51.95835	-2.135379
51.96665	-1.51663
51.975	-0.914901
51.98335	-0.267852
51.99165	0.357143
52.0	0.995795
52.00835	1.588759
52.01665	2.233278
52.025	2.860134
52.03335	3.399873
52.04165	4.000374
52.05	4.600889
52.05835	5.154278
52.06665	5.726759
52.075	6.248732
52.08335	6.732065
52.09165	7.218342
52.1	7.688444
52.10835	8.169798
52.11665	8.688922
52.125	9.103648
52.13335	9.515403
52.14165	9.94559
52.15	10.32401
52.15835	10.6298
52.16665	10.94785
52.175	11.28465
52.18335	11.60017
52.19165	11.78733
52.2	11.98727
52.20835	12.10159
52.21665	12.25936
52.225	12.39652
52.23335	12.57249
52.24165	12.69196
52.25	12.71006
52.25835	12.72009
52.26665	12.70814
52.275	12.6861
52.28335	12.66193
52.29165	12.61245
52.3	12.57645
52.30835	12.32669
52.31665	12.20942
52.325	11.94529
52.33335	11.81072
52.34165	11.50792
52.35	11.17921
52.35835	10.93281
52.36665	10.52345
52.375	10.215548
52.38335	9.846998
52.39165	9.474631
52.4	9.079461
52.40835	8.603087
52.41665	8.180687
52.425	7.657054
52.43335	7.168704
52.44165	6.62032
52.45	6.126682
52.45835	5.567982
52.46665	5.05366
52.475	4.540753
52.48335	4.00066
52.49165	3.417769
52.5	2.869062
52.50835	2.219239
52.51665	1.545004
52.525	0.985678
52.53335	0.392942
52.54165	-0.203506
52.55	-0.833246
52.55835	-1.462267
52.56665	-2.09212
52.575	-2.696211
52.58335	-3.320421
52.59165	-3.929755
52.6	-4.564494
52.60835	-5.118979
52.61665	-5.598324
52.625	-6.172395
52.63335	-6.671313
52.64165	-7.233263
52.65	-7.667661
52.65835	-8.135035
52.66665	-8.601445
52.675	-8.996155
52.68335	-9.419557
52.69165	-9.86806
52.7	-10.18555
52.70835	-10.5352
52.71665	-10.84215
52.725	-11.14418
52.73335	-11.4536
52.74165	-11.62919
52.75	-11.82692
52.75835	-12.10674
52.76665	-12.21245
52.775	-12.3061
52.78335	-12.39761
52.79165	-12.6002
52.8	-12.64397
52.80835	-12.65305
52.81665	-12.65118
52.825	-12.62505
52.83335	-12.60537
52.84165	-12.5492
52.85	-12.46853
52.85835	-12.25274
52.86665	-12.12759
52.875	-11.95949
52.88335	-11.68971
52.89165	-11.41575
52.9	-11.09734
52.90835	-10.75171
52.91665	-10.46418
52.925	-10.11501
52.93335	-9.80982
52.94165	-9.412007
52.95	-9.000418
52.95835	-8.512863
52.96665	-8.027153
52.975	-7.594785
52.98335	-7.111725
52.99165	-6.586432
53.0	-6.029132
53.00835	-5.538087
53.01665	-4.995017
53.025	-4.432788
53.03335	-3.831307
53.04165	-3.221907
53.05	-2.600746
53.05835	-2.02179
53.06665	-1.378689
53.075	-0.734299
53.08335	-0.135622
53.09165	0.502069
53.1	1.13001
53.10835	1.75222
53.11665	2.389834
53.125	3.039177
53.13335	3.669808
53.14165	4.172186
53.15	4.762489
53.15835	5.287781
53.16665	5.77628
53.175	6.233109
53.18335	6.719534
53.19165	7.23394
53.2	7.693693
53.20835	8.210588
53.21665	8.642862
53.225	9.031969
53.23335	9.496242
53.24165	9.810047
53.25	10.158621
53.25835	10.49048
53.26665	10.80258
53.275	11.12289
53.28335	11.44808
53.29165	11.64641
53.3	11.82908
53.30835	11.97557
53.31665	12.12319
53.325	12.23527
53.33335	12.36418
53.34165	12.43457
53.35	12.53536
53.35835	12.54207
53.36665	12.52539
53.375	12.5065
53.38335	12.46933
53.39165	12.41617
53.4	12.22193
53.40835	12.04031
53.41665	11.9059
53.425	11.62775
53.43335	11.41736
53.44165	11.24676
53.45	10.94401
53.45835	10.64149
53.46665	10.25389
53.475	9.881949
53.48335	9.516512
53.49165	9.130309
53.5	8.723235
53.50835	8.38494
53.51665	7.959128
53.525	7.488073
53.53335	6.94323
53.54165	6.449245
53.55	5.941237
53.55835	5.401443
53.56665	4.860752
53.575	4.381832
53.58335	3.851581
53.59165	3.233147
53.6	2.681097
53.60835	2.055747
53.61665	1.419047
53.625	0.807666
53.63335	0.270789
53.64165	-0.367032
53.65	-0.97672
53.65835	-1.620023
53.66665	-2.230067
53.675	-2.867664
53.68335	-3.445784
53.69165	-3.961804
53.7	-4.516364
53.70835	-5.001238
53.71665	-5.585587
53.725	-6.048418
53.73335	-6.54252
53.74165	-7.036552
53.75	-7.552517
53.75835	-7.941926
53.76665	-8.407606
53.775	-8.841849
53.78335	-9.283188
53.79165	-9.725602
53.8	-10.05536
53.80835	-10.43055
53.81665	-10.72773
53.825	-11.10496
53.83335	-11.32696
53.84165	-11.57699
53.85	-11.79423
53.85835	-12.01781
53.86665	-12.10171
53.875	-12.35557
53.88335	-12.37588
53.89165	-12.37587
53.9	-12.49366
53.90835	-12.4769
53.91665	-12.48104
53.925	-12.42515
53.93335	-12.39872
53.94165	-12.37741
53.95	-12.29287
53.95835	-12.10409
53.96665	-11.86954
53.975	-11.69527
53.98335	-11.35359
53.99165	-11.22945
54.0	-10.8501
54.00835	-10.5492
54.01665	-10.15049
54.025	-9.86082
54.03335	-9.458283
54.04165	-9.027095
54.05	-8.601049
54.05835	-8.0795
54.06665	-7.610266
54.075	-7.13752
54.08335	-6.67048
54.09165	-6.207463
54.1	-5.704202
54.10835	-5.142933
54.11665	-4.60479
54.125	-4.027145
54.13335	-3.4921
54.14165	-2.929811
54.15	-2.333719
54.15835	-1.661365
54.16665	-1.106163
54.175	-1.156487
54.18335	-0.27109
54.19165	0.349217
54.2	0.906868
54.20835	1.476813
54.21665	2.084937
54.225	2.707579
54.23335	3.326995
54.24165	3.831928
54.25	3.890759
54.25835	3.902143
54.26665	5.520247
54.275	6.074984
54.28335	6.550936
54.29165	7.047461
54.3	7.497343
54.30835	7.9927
54.31665	8.530507
54.325	8.965914
54.33335	9.348697
54.34165	9.675185
54.35	9.991021
54.35835	10.33358
54.36665	10.7067
54.375	10.96205
54.38335	11.15637
54.39165	11.33904
54.4	11.5196
54.40835	11.70751
54.41665	11.82756
54.425	11.98754
54.43335	12.11479
54.44165	12.12605
54.45	12.11891
54.45835	12.11589
54.46665	12.08681
54.475	12.06062
54.48335	12.03902
54.49165	11.99915
54.5	11.93774
54.50835	11.78205
54.51665	11.5501
54.525	11.34957
54.53335	11.1927
54.54165	10.95233
54.55	10.67582
54.55835	10.35861
54.56665	10.017763
54.575	9.572696
54.58335	9.234093
54.59165	8.84427
54.6	8.475422
54.60835	8.144314
54.61665	7.687357
54.625	7.222113
54.63335	6.675646
54.64165	6.182491
54.65	5.650138
54.65835	5.113562
54.66665	4.594702
54.675	4.070134
54.68335	3.576622
54.69165	3.074109
54.7	2.550747
54.70835	1.946772
54.71665	1.382439
54.725	0.793629
54.73335	0.270681
54.74165	-0.351478
54.75	-0.96719
54.75835	-1.575691
54.76665	-2.113956
54.775	-2.672952
54.78335	-3.188503
54.79165	-3.777342
54.8	-4.367029
54.80835	-4.899466
54.81665	-5.408896
54.825	-5.879729
54.83335	-6.392319
54.84165	-6.84065
54.85	-7.227726
54.85835	-7.67826
54.86665	-8.101363
54.875	-8.604249
54.88335	-8.970959
54.89165	-9.395113
54.9	-9.80743
54.90835	-10.07563
54.91665	-10.42431
54.925	-10.67655
54.93335	-10.90594
54.94165	-11.21568
54.95	-11.49154
54.95835	-11.61712
54.96665	-11.79099
54.975	-11.84864
54.98335	-11.9727
54.99165	-12.10203
55.0	-12.13085
55.00835	-12.20974
55.01665	-12.19602
55.025	-12.18045
55.03335	-12.1588
55.04165	-12.10862
55.05	-12.03454
55.05835	-11.89707
55.06665	-11.67791
55.075	-11.48369
55.08335	-11.20983
55.09165	-10.94413
55.1	-10.6884
55.10835	-10.30594
55.11665	-10.06975
55.125	-9.660779
55.13335	-9.326241
55.14165	-8.907778
55.15	-8.555077
55.15835	-8.062351
55.16665	-7.604183
55.175	-7.142755
55.18335	-6.672987
55.19165	-6.156936
55.2	-5.689246
55.20835	-5.099199
55.21665	-4.649487
55.225	-4.136791
55.23335	-3.565258
55.24165	-3.05692
55.25	-2.442922
55.25835	-1.841959
55.26665	-1.232061
55.275	-0.622622
55.28335	0.038127
55.29165	0.617957
55.3	1.14919
55.30835	1.711903
55.31665	2.274959
55.325	2.850321
55.33335	3.362828
55.34165	3.943281
55.35	4.448061
55.35835	4.944195
55.36665	5.420624
55.375	5.886476
55.38335	6.377459
55.39165	6.877624
55.4	7.337329
55.40835	7.805473
55.41665	8.177578
55.425	8.627295
55.43335	8.976381
55.44165	9.350932
55.45	9.596299
55.45835	9.970345
55.46665	10.27868
55.475	10.58644
55.48335	10.79952
55.49165	11.0663
55.5	11.27169
55.50835	11.37857
55.51665	11.6099
55.525	11.72496
55.53335	11.88035
55.54165	11.88249
55.55	11.88793
55.55835	11.8732
55.56665	11.87099
55.575	11.84003
55.58335	11.82614
55.59165	11.76906
55.6	11.68207
55.60835	11.54399
55.61665	11.38415
55.625	11.12898
55.63335	10.9716
55.64165	10.64724
55.65	10.3851
55.65835	10.111839
55.66665	9.762612
55.675	9.38802
55.68335	9.027723
55.69165	8.64642
55.7	8.271541
55.70835	7.876041
55.71665	7.361812
55.725	6.860905
55.73335	6.343774
55.74165	5.821873
55.75	5.29807
55.75835	4.760416
55.76665	4.2728
55.775	3.768337
55.78335	3.217173
55.79165	2.714322
55.8	2.113763
55.80835	1.593147
55.81665	1.082818
55.825	0.496968
55.83335	-0.077879
55.84165	-0.583753
55.85	-1.169835
55.85835	-1.754832
55.86665	-2.373089
55.875	-2.948432
55.88335	-3.463411
55.89165	-4.023279
55.9	-4.52955
55.90835	-5.092347
55.91665	-5.566309
55.925	-6.030205
55.93335	-6.460195
55.94165	-6.912855
55.95	-7.334766
55.95835	-7.812811
55.96665	-8.228915
55.975	-8.670797
55.98335	-9.050973
55.99165	-9.425003
56.0	-9.772776
56.00835	-10.076
56.01665	-10.32593
56.025	-10.65302
56.03335	-10.89164
56.04165	-11.15528
56.05	-11.27836
56.05835	-11.50174
56.06665	-11.61847
56.075	-11.72883
56.08335	-11.79651
56.09165	-11.88679
56.1	-11.90444
56.10835	-11.88782
56.11665	-11.86796
56.125	-11.85854
56.13335	-11.77351
56.14165	-11.6652
56.15	-11.53392
56.15835	-11.43306
56.16665	-11.15621
56.175	-10.96603
56.18335	-10.72865
56.19165	-10.46261
56.2	-10.25118
56.20835	-9.90211
56.21665	-9.530463
56.225	-9.233134
56.23335	-8.904971
56.24165	-8.490085
56.25	-8.078441
56.25835	-7.645884
56.26665	-7.205158
56.275	-6.723152
56.28335	-6.25151
56.29165	-5.766804
56.3	-5.291432
56.30835	-4.804246
56.31665	-4.303304
56.325	-3.737148
56.33335	-3.225202
56.34165	-2.630965
56.35	-2.084373
56.35835	-1.529464
56.36665	-0.913907
56.375	-0.352394
56.38335	0.21364
56.39165	0.788814
56.4	1.382409
56.40835	1.928985
56.41665	2.522626
56.425	3.030803
56.43335	3.598901
56.44165	4.140367
56.45	4.626487
56.45835	5.090611
56.46665	5.569518
56.475	6.060099
56.48335	6.503068
56.49165	7.0289
56.5	7.497534
56.50835	7.962148
56.51665	8.3736
56.525	8.787469
56.53335	9.139395
56.54165	9.465834
56.55	9.799087
56.55835	10.09782
56.56665	10.46604
56.575	10.75829
56.58335	10.95041
56.59165	11.12508
56.6	11.29426
56.60835	11.44654
56.61665	11.59291
56.625	11.66855
56.63335	11.76797
56.64165	11.85238
56.65	11.8504
56.65835	11.84407
56.66665	11.84164
56.675	11.81367
56.68335	11.75182
56.69165	11.6945
56.7	11.52985
56.70835	11.40568
56.71665	11.18868
56.725	10.97556
56.73335	10.70492
56.74165	10.49225
56.75	10.169378
56.75835	9.928983
56.76665	9.581717
56.775	9.210748
56.78335	8.839028
56.79165	8.473232
56.8	8.108055
56.80835	7.702139
56.81665	7.228363
56.825	6.822654
56.83335	6.326939
56.84165	5.801773
56.85	5.280351
56.85835	4.77017
56.86665	4.260664
56.875	3.774532
56.88335	3.229418
56.89165	2.705425
56.9	2.10596
56.90835	1.613297
56.91665	1.055307
56.925	0.49629
56.93335	-0.036306
56.94165	-0.587566
56.95	-1.164676
56.95835	-1.759569
56.96665	-2.340504
56.975	-2.829002
56.98335	-3.455661
56.99165	-4.009692
57.0	-4.481739
57.00835	-5.006539
57.01665	-5.514268
57.025	-6.010377
57.03335	-6.448352
57.04165	-6.860284
57.05	-7.297939
57.05835	-7.793908
57.06665	-8.136802
57.075	-8.488584
57.08335	-8.924728
57.09165	-9.244934
57.1	-9.597053
57.10835	-9.92759
57.11665	-10.18664
57.125	-10.46479
57.13335	-10.71541
57.14165	-10.88609
57.15	-11.10788
57.15835	-11.24209
57.16665	-11.41794
57.175	-11.5244
57.18335	-11.61537
57.19165	-11.62519
57.2	-11.73227
57.20835	-11.72487
57.21665	-11.7145
57.225	-11.67652
57.23335	-11.62968
57.24165	-11.62386
57.25	-11.55223
57.25835	-11.34648
57.26665	-11.25611
57.275	-11.00249
57.28335	-10.69194
57.29165	-10.46082
57.3	-10.21514
57.30835	-9.87772
57.31665	-9.532024
57.325	-9.127855
57.33335	-8.712358
57.34165	-8.299987
57.35	-7.934825
57.35835	-7.486376
57.36665	-6.999232
57.375	-6.565796
57.38335	-6.05465
57.39165	-5.597024
57.4	-5.15132
57.40835	-4.637335
57.41665	-4.152372
57.425	-3.606779
57.43335	-3.071205
57.44165	-2.543886
57.45	-1.977567
57.45835	-1.357218
57.46665	-0.81185
57.475	-0.301589
57.48335	0.306604
57.49165	0.821854
57.5	1.412949
57.50835	1.913627
