t (seconds)	θ (degrees)
27.758335	-4.831616
27.766665	-4.136576
27.775	-3.397298
27.783335	-2.610014
27.791665	-1.840654
27.8	-1.046055
27.808335	-0.257913
27.816665	0.487893
27.825	1.283656
27.833335	2.067004
27.841665	2.897364
27.85	3.646139
27.858335	4.331542
27.866665	5.091235
27.875	5.769256
27.883335	6.397628
27.891665	7.056057
27.9	7.684558
27.908335	8.330309
27.916665	8.968431
27.925	9.607043
27.933335	10.141843
27.941665	10.73362
27.95	11.26243
27.958335	11.75843
27.966665	12.21552
27.975	12.71169
27.983335	13.19881
27.991665	13.53435
28.0	13.88547
28.008335	14.21345
28.016665	14.53225
28.025	14.84312
28.033335	15.07922
28.041665	15.35021
28.05	15.49095
28.058335	15.58244
28.066665	15.69504
28.075	15.77321
28.083335	15.8622
28.091665	15.85074
28.1	15.84207
28.108335	15.79086
28.116665	15.74888
28.125	15.66106
28.133335	15.4521
28.141665	15.2854
28.15	14.97928
28.158335	14.67388
28.166665	14.30446
28.175	13.88431
28.183335	13.49389
28.191665	13.0972
28.2	12.66534
28.208335	12.18937
28.216665	11.77236
28.225	11.23302
28.233335	10.69835
28.241665	10.142529
28.25	9.617492
28.258335	8.957764
28.266665	8.391077
28.275	7.713115
28.283335	7.018311
28.291665	6.37294
28.3	5.651589
28.308335	5.004206
28.316665	4.304549
28.325	3.530985
28.333335	2.813049
28.341665	2.070624
28.35	1.376753
28.358335	0.59301
28.366665	-0.21058
28.375	-0.93783
28.383335	-1.679677
28.391665	-2.370103
28.4	-3.137966
28.408335	-3.946928
28.416665	-4.692764
28.425	-5.419747
28.433335	-6.080645
28.441665	-6.814411
28.45	-7.428373
28.458335	-8.120239
28.466665	-8.765633
28.475	-9.331608
28.483335	-9.90418
28.491665	-10.4805
28.5	-11.03658
28.508335	-11.52347
28.516665	-12.03243
28.525	-12.49286
28.533335	-12.82055
28.541665	-13.34676
28.55	-13.67908
28.558335	-14.05474
28.566665	-14.43139
28.575	-14.70308
28.583335	-14.90098
28.591665	-15.03254
28.6	-15.21066
28.608335	-15.28369
28.616665	-15.40026
28.625	-15.50636
28.633335	-15.51578
28.641665	-15.49191
28.65	-15.4634
28.658335	-15.41492
28.666665	-15.37255
28.675	-15.28491
28.683335	-15.12751
28.691665	-14.89713
28.7	-14.65648
28.708335	-14.4328
28.716665	-14.14656
28.725	-13.7452
28.733335	-13.35724
28.741665	-12.95044
28.75	-12.54616
28.758335	-11.97199
28.766665	-11.44606
28.775	-10.98295
28.783335	-10.39105
28.791665	-9.80403
28.8	-9.198366
28.808335	-8.545262
28.816665	-7.932421
28.825	-7.33758
28.833335	-6.646364
28.841665	-5.933466
28.85	-5.282574
28.858335	-4.606221
28.866665	-3.877513
28.875	-3.101528
28.883335	-2.320743
28.891665	-1.538457
28.9	-0.754676
28.908335	0.019854
28.916665	0.801112
28.925	1.597846
28.933335	2.358536
28.941665	3.059046
28.95	3.796353
28.958335	4.464359
28.966665	5.238738
28.975	5.90996
28.983335	6.52399
28.991665	7.171696
29.0	7.828097
29.008335	8.477186
29.016665	9.093887
29.025	9.698345
29.033335	10.24761
29.041665	10.83421
29.05	11.37434
29.058335	11.81928
29.066665	12.32136
29.075	12.77137
29.083335	13.23136
29.091665	13.62189
29.1	13.92376
29.108335	14.25527
29.116665	14.56438
29.125	14.80673
29.133335	15.08326
29.141665	15.17622
29.15	15.35092
29.158335	15.4858
29.166665	15.62172
29.175	15.67198
29.183335	15.78153
29.191665	15.77161
29.2	15.75261
29.208335	15.70166
29.216665	15.66101
29.225	15.61499
29.233335	15.39315
29.241665	15.09137
29.25	14.80805
29.258335	14.54244
29.266665	14.20295
29.275	13.84818
29.283335	13.42389
29.291665	13.06459
29.3	12.65373
29.308335	12.15069
29.316665	11.60693
29.325	11.03825
29.333335	10.49614
29.341665	9.965028
29.35	9.420283
29.358335	8.772679
29.366665	8.07066
29.375	7.380649
29.383335	6.726289
29.391665	6.037502
29.4	5.350762
29.408335	4.669037
29.416665	3.996785
29.425	3.347838
29.433335	2.661941
29.441665	1.863928
29.45	1.114776
29.458335	0.427194
29.466665	-0.367589
29.475	-1.132576
29.483335	-1.916392
29.491665	-2.64443
29.5	-3.346148
29.508335	-4.066753
29.516665	-4.848179
29.525	-5.566196
29.533335	-6.202783
29.541665	-6.933977
29.55	-7.54994
29.558335	-8.192815
29.566665	-8.907799
29.575	-9.44652
29.583335	-10.03758
29.591665	-10.7187
29.6	-11.1893
29.608335	-11.61743
29.616665	-12.11899
29.625	-12.47614
29.633335	-12.93735
29.641665	-13.33287
29.65	-13.71908
29.658335	-14.01761
29.666665	-14.27579
29.675	-14.57839
29.683335	-14.81953
29.691665	-14.98111
29.7	-15.1494
29.708335	-15.33735
29.716665	-15.36727
29.725	-15.37609
29.733335	-15.47147
29.741665	-15.45562
29.75	-15.45142
29.758335	-15.41607
29.766665	-15.3462
29.775	-15.1177
29.783335	-14.98212
29.791665	-14.78362
29.8	-14.55576
29.808335	-14.243
29.816665	-14.02074
29.825	-13.53329
29.833335	-13.18429
29.841665	-12.87621
29.85	-12.40036
29.858335	-11.87254
29.866665	-11.38951
29.875	-10.89309
29.883335	-10.27936
29.891665	-9.671367
29.9	-9.05951
29.908335	-8.404848
29.916665	-7.78054
29.925	-7.146581
29.933335	-6.535275
29.941665	-5.882657
29.95	-5.130852
29.958335	-4.470825
29.966665	-3.725374
29.975	-2.978065
29.983335	-2.252245
29.991665	-1.576283
30.0	-0.859143
30.008335	-0.136376
30.016665	0.683803
30.025	1.420173
30.033335	2.090199
30.041665	2.886966
30.05	3.654952
30.058335	4.300183
30.066665	4.96803
30.075	5.728866
30.083335	6.346199
30.091665	7.024062
30.1	7.656169
30.108335	8.308498
30.116665	8.955039
30.125	9.577298
30.133335	10.120151
30.141665	10.67878
30.15	11.21357
30.158335	11.71721
30.166665	12.20205
30.175	12.67299
30.183335	13.04348
30.191665	13.47309
30.2	13.82604
30.208335	14.13796
30.216665	14.45101
30.225	14.65963
30.233335	14.92704
30.241665	15.13744
30.25	15.17637
30.258335	15.24083
30.266665	15.36394
30.275	15.48506
30.283335	15.51122
30.291665	15.4914
30.3	15.47625
30.308335	15.43343
30.316665	15.36923
30.325	15.24549
30.333335	15.13436
30.341665	14.85545
30.35	14.655
30.358335	14.40324
30.366665	14.06558
30.375	13.69359
30.383335	13.32789
30.391665	12.91197
30.4	12.51997
30.408335	12.10969
30.416665	11.60298
30.425	11.04864
30.433335	10.55029
30.441665	9.957166
30.45	9.434591
30.458335	8.775781
30.466665	8.232698
30.475	7.558077
30.483335	6.858582
30.491665	6.191964
30.5	5.50913
30.508335	4.853344
30.516665	4.16755
30.525	3.512178
30.533335	2.821412
30.541665	2.063187
30.55	1.387104
30.558335	0.614803
30.566665	-0.204009
30.575	-0.957042
30.583335	-1.706434
30.591665	-2.42329
30.6	-3.168601
30.608335	-3.911109
30.616665	-4.640691
30.625	-5.315227
30.633335	-6.054883
30.641665	-6.70193
30.65	-7.398285
30.658335	-8.021639
30.666665	-8.649801
30.675	-9.208556
30.683335	-9.811
30.691665	-10.35411
30.7	-10.94164
30.708335	-11.5294
30.716665	-11.95447
30.725	-12.40882
30.733335	-12.7464
30.741665	-13.22628
30.75	-13.61464
30.758335	-13.89581
30.766665	-14.20935
30.775	-14.46665
30.783335	-14.67169
30.791665	-14.83081
30.8	-15.05399
30.808335	-15.25743
30.816665	-15.30724
30.825	-15.4133
30.833335	-15.41746
30.841665	-15.40736
30.85	-15.38095
30.858335	-15.34939
30.866665	-15.26892
30.875	-15.04251
30.883335	-14.88812
30.891665	-14.73054
30.9	-14.51221
30.908335	-14.23303
30.916665	-13.88894
30.925	-13.55996
30.933335	-13.18067
30.941665	-12.71761
30.95	-12.27772
30.958335	-11.75541
30.966665	-11.35018
30.975	-10.78703
30.983335	-10.19335
30.991665	-9.61376
31.0	-9.103919
31.008335	-8.464277
31.016665	-7.80414
31.025	-7.170043
31.033335	-6.547066
31.041665	-5.920832
31.05	-5.276866
31.058335	-4.551398
31.066665	-3.889711
31.075	-3.100531
31.083335	-2.341973
31.091665	-1.561547
31.1	-0.791082
31.108335	-0.07772
31.116665	0.616464
31.125	1.331222
31.133335	2.047406
31.141665	2.748408
31.15	3.471791
31.158335	4.154002
31.166665	4.919341
31.175	5.587146
31.183335	6.21066
31.191665	6.856623
31.2	7.51172
31.208335	8.153701
31.216665	8.761278
31.225	9.41105
31.233335	9.939594
31.241665	10.52338
31.25	11.06862
31.258335	11.57767
31.266665	12.04804
31.275	12.50332
31.283335	12.86533
31.291665	13.19726
31.3	13.51974
31.308335	13.84114
31.316665	14.15448
31.325	14.47482
31.333335	14.66005
31.341665	14.83036
31.35	14.99692
31.358335	15.05655
31.366665	15.1455
31.375	15.24686
31.383335	15.22162
31.391665	15.19682
31.4	15.18731
31.408335	15.14562
31.416665	15.0595
31.425	14.84814
31.433335	14.71085
31.441665	14.44766
31.45	14.26167
31.458335	14.0452
31.466665	13.65499
31.475	13.28349
31.483335	12.87309
31.491665	12.49569
31.5	12.08516
31.508335	11.61929
31.516665	11.1389
31.525	10.6223
31.533335	10.109297
31.541665	9.56775
31.55	8.972903
31.558335	8.380319
31.566665	7.768243
31.575	7.087734
31.583335	6.432498
31.591665	5.747751
31.6	5.064729
31.608335	4.384251
31.616665	3.724663
31.625	3.060836
31.633335	2.374982
31.641665	1.612598
31.65	0.903539
31.658335	0.11843
31.666665	-0.622618
31.675	-1.319438
31.683335	-2.044197
31.691665	-2.770355
31.7	-3.489369
31.708335	-4.211031
31.716665	-4.837918
31.725	-5.521039
31.733335	-6.241091
31.741665	-6.852567
31.75	-7.546244
31.758335	-8.168041
31.766665	-8.808713
31.775	-9.39949
31.783335	-9.91899
31.791665	-10.55784
31.8	-11.11021
31.808335	-11.54582
31.816665	-11.98369
31.825	-12.46518
31.833335	-12.88242
31.841665	-13.25804
31.85	-13.56903
31.858335	-13.90543
31.866665	-14.14532
31.875	-14.51623
31.883335	-14.70407
31.891665	-14.87001
31.9	-14.93795
31.908335	-15.08313
31.916665	-15.19843
31.925	-15.26656
31.933335	-15.29096
31.941665	-15.27175
31.95	-15.2313
31.958335	-15.19562
31.966665	-15.14579
31.975	-14.96734
31.983335	-14.75117
31.991665	-14.56366
32.0	-14.29909
32.008335	-14.0599
32.016665	-13.72011
32.025	-13.40668
32.033335	-13.01477
32.041665	-12.62271
32.05	-12.19358
32.058335	-11.80524
32.066665	-11.23152
32.075	-10.71907
32.083335	-10.13436
32.091665	-9.520789
32.1	-8.926595
32.108335	-8.259325
32.116665	-7.615938
32.125	-7.034903
32.133335	-6.398229
32.141665	-5.762616
32.15	-5.090306
32.158335	-4.373286
32.166665	-3.681277
32.175	-2.974683
32.183335	-2.303733
32.191665	-1.546986
32.2	-0.765766
32.208335	-0.022992
32.216665	0.6844
32.225	1.425206
32.233335	2.219036
32.241665	2.980559
32.25	3.646124
32.258335	4.291739
32.266665	4.939171
32.275	5.56749
32.283335	6.19001
32.291665	6.831863
32.3	7.492817
32.308335	8.127012
32.316665	8.739285
32.325	9.312499
32.333335	9.87256
32.341665	10.39758
32.35	10.88443
32.358335	11.36044
32.366665	11.84522
32.375	12.28367
32.383335	12.68064
32.391665	12.99818
32.4	13.29896
32.408335	13.64925
32.416665	13.93597
32.425	14.08431
32.433335	14.25372
32.441665	14.40418
32.45	14.56734
32.458335	14.69424
32.466665	14.82651
32.475	14.81883
32.483335	14.8637
32.491665	14.81453
32.5	14.7891
32.508335	14.7401
32.516665	14.68747
32.525	14.47465
32.533335	14.22435
32.541665	14.03694
32.55	13.80298
32.558335	13.46632
32.566665	13.08091
32.575	12.68381
32.583335	12.31375
32.591665	11.86326
32.6	11.38048
32.608335	10.95751
32.616665	10.44545
32.625	9.897469
32.633335	9.362056
32.641665	8.840339
32.65	8.280964
32.658335	7.619281
32.666665	7.023556
32.675	6.372922
32.683335	5.706135
32.691665	5.032482
32.7	4.346335
32.708335	3.673204
32.716665	3.038088
32.725	2.375718
32.733335	1.723067
32.741665	0.946385
32.75	0.27819
32.758335	-0.493884
32.766665	-1.229958
32.775	-1.920589
32.783335	-2.64167
32.791665	-3.321849
32.8	-4.03618
32.808335	-4.774992
32.816665	-5.410891
32.825	-6.115968
32.83335	-6.726481
32.84165	-7.293084
32.85	-7.94385
32.85835	-8.537143
32.86665	-9.071359
32.875	-9.669421
32.88335	-10.22794
32.89165	-10.76125
32.9	-11.31325
32.90835	-11.79847
32.91665	-12.26411
32.925	-12.61108
32.93335	-13.11051
32.94165	-13.42224
32.95	-13.72183
32.95835	-14.02017
32.96665	-14.25542
32.975	-14.4816
32.98335	-14.66809
32.99165	-14.80849
33.0	-14.98793
33.00835	-15.11914
33.01665	-15.2004
33.025	-15.23331
33.03335	-15.28896
33.04165	-15.28931
33.05	-15.28591
33.05835	-15.24462
33.06665	-15.1848
33.075	-15.01152
33.08335	-14.78237
33.09165	-14.58554
33.1	-14.31614
33.10835	-13.96062
33.11665	-13.7178
33.125	-13.3701
33.13335	-13.00253
33.14165	-12.51683
33.15	-12.02891
33.15835	-11.61131
33.16665	-11.13051
33.175	-10.56236
33.18335	-10.01096
33.19165	-9.393576
33.2	-8.788956
33.20835	-8.167876
33.21665	-7.547469
33.225	-6.937343
33.23335	-6.324628
33.24165	-5.666777
33.25	-4.935786
33.25835	-4.264483
33.26665	-3.58327
33.275	-2.901816
33.28335	-2.139656
33.29165	-1.428208
33.3	-0.729845
33.30835	0.027922
33.31665	0.805282
33.325	1.552903
33.33335	2.201409
33.34165	2.975871
33.35	3.614016
33.35835	4.261786
33.36665	4.919146
33.375	5.633821
33.38335	6.289041
33.39165	6.946821
33.4	7.587694
33.40835	8.215895
33.41665	8.829794
33.425	9.367588
33.43335	9.881855
33.44165	10.3306
33.45	10.81506
33.45835	11.30126
33.46665	11.77793
33.475	12.21595
33.48335	12.57104
33.49165	12.9137
33.5	13.24586
33.50835	13.54733
33.51665	13.85367
33.525	14.11217
33.53335	14.31511
33.54165	14.47297
33.55	14.61349
33.55835	14.7796
33.56665	14.86666
33.575	14.93615
33.58335	14.91297
33.59165	14.90591
33.6	14.88691
33.60835	14.84793
33.61665	14.76248
33.625	14.60626
33.63335	14.32807
33.64165	14.14616
33.65	13.9485
33.65835	13.6084
33.66665	13.36378
33.675	13.03007
33.68335	12.656
33.69165	12.28603
33.7	11.86349
33.70835	11.35183
33.71665	10.94821
33.725	10.43149
33.73335	9.894641
33.74165	9.342904
33.75	8.803021
33.75835	8.265244
33.76665	7.608702
33.775	6.968645
33.78335	6.368869
33.79165	5.713878
33.8	5.062253
33.80835	4.403506
33.81665	3.722756
33.825	3.037517
33.83335	2.408015
33.84165	1.737185
33.85	0.971463
33.85835	0.269062
33.86665	-0.489603
33.875	-1.267944
33.88335	-2.003927
33.89165	-2.689015
33.9	-3.451875
33.90835	-4.069536
33.91665	-4.826578
33.925	-5.481775
33.93335	-6.164249
33.94165	-6.811841
33.95	-7.422915
33.95835	-8.035523
33.96665	-8.612971
33.975	-9.170161
33.98335	-9.78939
33.99165	-10.29937
34.0	-10.82845
34.00835	-11.33016
34.01665	-11.8214
34.025	-12.23633
34.03335	-12.61946
34.04165	-13.07286
34.05	-13.51032
34.05835	-13.75669
34.06665	-14.0641
34.075	-14.22969
34.08335	-14.48305
34.09165	-14.66393
34.1	-14.81383
34.10835	-14.9594
34.11665	-15.01531
34.125	-15.02819
34.13335	-15.11736
34.14165	-15.10998
34.15	-15.0867
34.15835	-15.01757
34.16665	-14.92843
34.175	-14.82334
34.18335	-14.52606
34.19165	-14.30179
34.2	-14.09677
34.20835	-13.7721
34.21665	-13.39329
34.225	-13.14108
34.23335	-12.7502
34.24165	-12.357
34.25	-11.88854
34.25835	-11.42879
34.26665	-10.99972
34.275	-10.46698
34.28335	-9.89513
34.29165	-9.425655
34.3	-8.86335
34.30835	-8.276176
34.31665	-7.640848
34.325	-7.020691
34.33335	-6.409132
34.34165	-5.743297
34.35	-5.14175
34.35835	-4.493873
34.36665	-3.745884
34.375	-3.102808
34.38335	-2.328033
34.39165	-1.575448
34.4	-0.934212
34.40835	-0.123774
34.41665	0.623753
34.425	1.297044
34.43335	2.007573
34.44165	2.708258
34.45	3.441187
34.45835	4.1048
34.46665	4.762791
34.475	5.401206
34.48335	6.021543
34.49165	6.668696
34.5	7.286451
34.50835	7.932377
34.51665	8.608249
34.525	9.194329
34.53335	9.701621
34.54165	10.22471
34.55	10.73122
34.55835	11.19342
34.56665	11.6488
34.575	12.15078
34.58335	12.53054
34.59165	12.97274
34.6	13.30944
34.60835	13.64906
34.61665	13.95016
34.625	14.1826
34.63335	14.44988
34.64165	14.57922
34.65	14.77719
34.65835	14.90059
34.66665	15.04364
34.675	15.03698
34.68335	15.0068
34.69165	15.01545
34.7	14.9713
34.70835	14.92934
34.71665	14.79025
34.725	14.66501
34.73335	14.50848
34.74165	14.24843
34.75	14.03443
34.75835	13.69697
34.76665	13.44529
34.775	13.06389
34.78335	12.70864
34.79165	12.28776
34.8	11.91675
34.80835	11.47525
34.81665	10.97347
34.825	10.46822
34.83335	9.923136
34.84165	9.366388
34.85	8.811421
34.85835	8.193604
34.86665	7.616013
34.875	6.93546
34.88335	6.269985
34.89165	5.584195
34.9	4.888183
34.90835	4.261254
34.91665	3.55605
34.925	2.865624
34.93335	2.128259
34.94165	1.427266
34.95	0.795235
34.95835	0.122155
34.96665	-0.649224
34.975	-1.421518
34.98335	-2.127812
34.99165	-2.878473
35.0	-3.562169
35.00835	-4.260974
35.01665	-4.960444
35.025	-5.591128
35.03335	-6.202693
35.04165	-6.818587
35.05	-7.410841
35.05835	-8.002351
35.06665	-8.613506
35.075	-9.159038
35.08335	-9.739365
35.09165	-10.35753
35.1	-10.90968
35.10835	-11.33805
35.11665	-11.76975
35.125	-12.2355
35.13335	-12.63419
35.14165	-13.0508
35.15	-13.33855
35.15835	-13.64076
35.16665	-13.80599
35.175	-14.09825
35.18335	-14.35757
35.19165	-14.54202
35.2	-14.60684
35.20835	-14.71427
35.21665	-14.91978
35.225	-14.92276
35.23335	-14.927
35.24165	-14.91237
35.25	-14.88523
35.25835	-14.83151
35.26665	-14.78119
35.275	-14.53737
35.28335	-14.40939
35.29165	-14.19211
35.3	-13.92812
35.30835	-13.61123
35.31665	-13.27301
35.325	-12.92881
35.33335	-12.57602
35.34165	-12.20981
35.35	-11.73501
35.35835	-11.25465
35.36665	-10.80336
35.375	-10.29667
35.38335	-9.80806
35.39165	-9.195077
35.4	-8.589912
35.40835	-7.960252
35.41665	-7.327604
35.425	-6.71366
35.43335	-6.07481
35.44165	-5.438905
35.45	-4.800221
35.45835	-4.071745
35.46665	-3.407087
35.475	-2.689764
35.48335	-1.994837
35.49165	-1.253884
35.5	-0.583019
35.50835	0.170343
35.51665	0.90912
35.525	1.540158
35.53335	2.234266
35.54165	2.950458
35.55	3.645105
35.55835	4.256592
35.56665	4.925815
35.575	5.550313
35.58335	6.161363
35.59165	6.813668
35.6	7.465158
35.60835	8.099671
35.61665	8.716897
35.625	9.260115
35.63335	9.777574
35.64165	10.34697
35.65	10.82033
35.65835	11.32739
35.66665	11.83671
35.675	12.2743
35.68335	12.62038
35.69165	12.97079
35.7	13.31667
35.70835	13.58563
35.71665	13.85812
35.725	14.13548
35.73335	14.35156
35.74165	14.5602
35.75	14.72778
35.75835	14.84392
35.76665	14.9014
35.775	14.9735
35.78335	14.98101
35.79165	14.96604
35.8	14.92405
35.80835	14.87968
35.81665	14.83576
35.825	14.56033
35.83335	14.47219
35.84165	14.1617
35.85	13.87535
35.85835	13.59935
35.86665	13.25503
35.875	12.88149
35.88335	12.46712
35.89165	12.1008
35.9	11.67018
35.90835	11.22167
35.91665	10.75837
35.925	10.23483
35.93335	9.704093
35.94165	9.19502
35.95	8.646934
35.95835	8.109077
35.96665	7.447235
35.975	6.759455
35.98335	6.100102
35.99165	5.455685
36.0	4.758782
36.00835	4.066612
36.01665	3.398116
36.025	2.727506
36.03335	2.07991
36.04165	1.435154
36.05	0.760584
36.05835	0.030764
36.06665	-0.671604
36.075	-1.409679
36.08335	-2.078556
36.09165	-2.80815
36.1	-3.484307
36.10835	-4.167699
36.11665	-4.829642
36.125	-5.468886
36.13335	-6.156697
36.14165	-6.788527
36.15	-7.414458
36.15835	-8.004088
36.16665	-8.574461
36.175	-9.164993
36.18335	-9.751496
36.19165	-10.32951
36.2	-10.73876
36.20835	-11.21186
36.21665	-11.54433
36.225	-11.94369
36.23335	-12.36078
36.24165	-12.74958
36.25	-13.15256
36.25835	-13.40981
36.26665	-13.66156
36.275	-13.93869
36.28335	-14.10393
36.29165	-14.30615
36.3	-14.44382
36.30835	-14.50492
36.31665	-14.64497
36.325	-14.76678
36.33335	-14.77276
36.34165	-14.72745
36.35	-14.70554
36.35835	-14.63708
36.36665	-14.60558
36.375	-14.39043
36.38335	-14.19332
36.39165	-13.95861
36.4	-13.70998
36.40835	-13.43395
36.41665	-13.0903
36.425	-12.74202
36.43335	-12.41312
36.44165	-11.96322
36.45	-11.55299
36.45835	-11.09208
36.46665	-10.55131
36.475	-9.99183
36.48335	-9.426764
36.49165	-8.906112
36.5	-8.303991
36.50835	-7.682249
36.51665	-7.039774
36.525	-6.414424
36.53335	-5.77632
36.54165	-5.160803
36.55	-4.542902
36.55835	-3.875967
36.56665	-3.145194
36.575	-2.501178
36.58335	-1.832695
36.59165	-1.109794
36.6	-0.451601
36.60835	0.292295
36.61665	0.964348
36.625	1.686245
36.63335	2.370286
36.64165	3.10486
36.65	3.776476
36.65835	4.413876
36.66665	5.065727
36.675	5.662856
36.68335	6.316328
36.69165	6.932944
36.7	7.586412
36.70835	8.203884
36.71665	8.734146
36.725	9.34047
36.73335	9.84376
36.74165	10.35508
36.75	10.85053
36.75835	11.29695
36.76665	11.79828
36.775	12.10229
36.78335	12.44286
36.79165	12.86456
36.8	13.13308
36.80835	13.48994
36.81665	13.76005
36.825	14.00475
36.83335	14.22307
36.84165	14.43258
36.85	14.59483
36.85835	14.69149
36.86665	14.70939
36.875	14.69808
36.88335	14.71595
36.89165	14.68306
36.9	14.62474
36.90835	14.59394
36.91665	14.54415
36.925	14.32026
36.93335	14.06575
36.94165	13.89951
36.95	13.62656
36.95835	13.29789
36.96665	12.91847
36.975	12.58665
36.98335	12.16849
36.99165	11.75571
37.0	11.39109
37.00835	10.96468
37.01665	10.48267
37.025	9.924331
37.03335	9.405932
37.04165	8.858107
37.05	8.333639
37.05835	7.796334
37.06665	7.103495
37.075	6.4302
37.08335	5.787396
37.09165	5.440797
37.1	4.756475
37.10835	4.076761
37.11665	3.416163
37.125	2.753485
37.13335	2.098951
37.14165	1.450595
37.15	0.79472
37.15835	0.143678
37.16665	-0.622943
37.175	-1.282192
37.18335	-2.028332
37.19165	-2.672576
37.2	-3.336808
37.20835	-4.024302
37.21665	-4.663872
37.225	-5.328157
37.23335	-5.983546
37.24165	-6.639579
37.25	-7.236378
37.25835	-7.860535
37.26665	-8.473948
37.275	-9.043502
37.28335	-9.603045
37.29165	-10.03861
37.3	-10.5516
37.30835	-11.07523
37.31665	-11.51127
37.325	-11.96205
37.33335	-12.31719
37.34165	-12.62182
37.35	-12.98604
37.35835	-13.31594
37.36665	-13.52102
37.375	-13.82096
37.38335	-14.08745
37.39165	-14.28033
37.4	-14.39769
37.40835	-14.4588
37.41665	-14.52758
37.425	-14.55729
37.43335	-14.61849
37.44165	-14.62344
37.45	-14.6118
37.45835	-14.55577
37.46665	-14.47104
37.475	-14.29479
37.48335	-14.1248
37.49165	-13.86746
37.5	-13.70827
37.50835	-13.36994
37.51665	-13.05395
37.525	-12.74797
37.53335	-12.46066
37.54165	-12.04384
37.55	-11.61471
37.55835	-11.17068
37.56665	-10.61825
37.575	-10.14376
37.58335	-9.680894
37.59165	-9.148968
37.6	-8.579177
37.60835	-7.963603
37.61665	-7.344313
37.625	-6.690314
37.63335	-6.090425
37.64165	-5.448585
37.65	-4.834252
37.65835	-4.18158
37.66665	-3.436503
37.675	-2.82389
37.68335	-2.161182
37.69165	-1.429485
37.7	-0.786806
37.70835	-0.137764
37.71665	0.615443
37.725	1.244507
37.73335	1.888791
37.74165	2.507103
37.75	3.168485
37.75835	3.757641
37.76665	4.395713
37.775	5.053746
37.78335	5.646988
37.79165	6.2969
37.8	6.931486
37.80835	7.585624
37.81665	8.2147
37.825	8.700803
37.83335	9.206704
37.84165	9.690362
37.85	10.166787
37.85835	10.67744
37.86665	11.11194
37.875	11.5005
37.88335	11.90322
37.89165	12.29291
37.9	12.59912
37.90835	12.89574
37.91665	13.23749
37.925	13.41324
37.93335	13.59834
37.94165	13.69027
37.95	13.87605
37.95835	14.02154
37.96665	14.0881
37.975	14.12975
37.98335	14.11389
37.99165	14.06488
38.0	14.05365
38.00835	13.97406
38.01665	13.8498
38.025	13.7435
38.03335	13.50526
38.04165	13.35868
38.05	13.11398
38.05835	12.87564
38.06665	12.55405
38.075	12.16879
38.08335	11.79687
38.09165	11.39726
38.1	10.99626
38.10835	10.51957
38.11665	10.084832
38.125	9.544276
38.13335	9.041358
38.14165	8.507764
38.15	7.972381
38.15835	7.437302
38.16665	6.791745
38.175	6.24263
38.18335	5.541347
38.19165	4.903629
38.2	4.253888
38.20835	3.603591
38.21665	2.908953
38.225	2.243983
38.23335	1.615984
38.24165	0.990196
38.25	0.299716
38.25835	-0.41534
38.26665	-1.115177
38.275	-1.818813
38.28335	-2.458312
38.29165	-3.169483
38.3	-3.815293
38.30835	-4.436912
38.31665	-5.082765
38.325	-5.643724
38.33335	-6.27152
38.34165	-6.847392
38.35	-7.427288
38.35835	-8.045878
38.36665	-8.624562
38.375	-9.196319
38.38335	-9.741127
38.39165	-10.20423
38.4	-10.69935
38.40835	-11.16486
38.41665	-11.65531
38.425	-12.03521
38.43335	-12.37487
38.44165	-12.76364
38.45	-13.02531
38.45835	-13.31724
38.46665	-13.57792
38.475	-13.79625
38.48335	-13.86519
38.49165	-14.17066
38.5	-14.26464
38.50835	-14.29525
38.51665	-14.41273
38.525	-14.41805
38.53335	-14.49729
38.54165	-14.49663
38.55	-14.46307
38.55835	-14.38306
38.56665	-14.21467
38.575	-14.03834
38.58335	-13.85507
38.59165	-13.64097
38.6	-13.41203
38.60835	-13.16127
38.61665	-12.88221
38.625	-12.50772
38.63335	-12.16024
38.64165	-11.69842
38.65	-11.27041
38.65835	-10.78319
38.66665	-10.27931
38.675	-9.80715
38.68335	-9.34397
38.69165	-8.73617
38.7	-8.155598
38.70835	-7.607367
38.71665	-7.001609
38.725	-6.385161
38.73335	-5.762392
38.74165	-5.148295
38.75	-4.503679
38.75835	-3.886177
38.76665	-3.272807
38.775	-2.660711
38.78335	-1.993561
38.79165	-1.273875
38.8	-0.625776
38.80835	0.01769
38.81665	0.7381
38.825	1.418363
38.83335	2.151242
38.84165	2.79567
38.85	3.460748
38.85835	4.085782
38.86665	4.723752
38.875	5.335641
38.88335	5.975715
38.89165	6.60562
38.9	7.245302
38.90835	7.877753
38.91665	8.378093
38.925	8.890049
38.93335	9.365742
38.94165	9.839298
38.95	10.31601
38.95835	10.81728
38.96665	11.24172
38.975	11.6492
38.98335	11.97079
38.99165	12.28907
39.0	12.61771
39.00835	12.92757
39.01665	13.25102
39.025	13.47145
39.03335	13.57914
39.04165	13.78532
39.05	13.8524
39.05835	14.01873
39.06665	14.00896
39.075	14.00639
39.08335	13.96978
39.09165	13.94522
39.1	13.896
39.10835	13.86778
39.11665	13.74778
39.125	13.57774
39.13335	13.43404
39.14165	13.17514
39.15	12.85559
39.15835	12.58832
39.16665	12.24992
39.175	11.87231
39.18335	11.48523
39.19165	11.10833
39.2	10.68479
39.20835	10.20144
39.21665	9.802984
39.225	9.287944
39.23335	8.740173
